"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","722355$20.91%722.4k","51.06%","-","62.07%","173.3",""
"Crox","516416$14.95%516.4k","54.71%","-","48.51%","123.9",""
"Bandakar","484467$14.02%484.5k","42.15%","-","38.42%","116.2",""
"Seadub","224559$6.50%224.6k","7.22%","69","21.84%","53.9",""
"Dïrty","210981$6.11%211.0k","21.61%","65","19.07%","50.6",""
"Dietolive","155129$4.49%155.1k","8.05%","-","15.32%","37.2",""
"Hoebowjoe","144064$4.17%144.1k","14.20%","-","15.95%","34.6",""
"Tauraheim","123814$3.58%123.8k","22.32%","69","14.27%","29.7",""
"Cubensis","95100$2.75%95.1k","26.25%","66","12.22%","22.8",""
"Deyn","90888$2.63%90.9k","12.77%","71","9.65%","21.8",""
"Trolleficent","89150$2.58%89.2k","11.24%","-","14.59%","21.4",""
"Fossett","84294$2.44%84.3k","13.56%","-","11.89%","20.2",""
"Jiero","79090$2.29%79.1k","23.58%","-","9.83%","19.0",""
"Slecht","78672$2.28%78.7k","14.37%","69","10.80%","18.9",""
"Furkinstine","77787$2.25%77.8k","8.30%","48","11.07%","18.7",""
"Dryrun","72206$2.09%72.2k","11.39%","63","9.49%","17.3",""
"Eighchbar","71053$2.06%71.1k","15.42%","-","8.16%","17.0",""
"Pythagorean","69145$2.00%69.1k","11.79%","-","11.70%","16.6",""
"Urumettu","65589$1.90%65.6k","23.33%","67","6.45%","15.7",""
