"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"85","Eighchbar","646808$22.53%646.8k","28.95%","69","83","72.46%","188.1",""
"40","Shelton","555981$19.36%556.0k","39.48%","68","40","69.17%","161.6",""
"49","Pythagorean","550486$19.17%550.5k","36.81%","70","46","50.71%","160.1",""
"53","Enders","528800$18.42%528.8k","37.53%","-","49","58.52%","153.7",""
"22","Tazdink","327118$11.39%327.1k","27.92%","-","17","29.83%","95.1",""
"88","Ghazan","49708$1.73%49.7k","31.55%","70","88","4.57%","14.5",""
"94","Hoebowjoe","47868$1.67%47.9k","-","-","94","7.44%","13.9",""
"93","Ultimecia","44293$1.54%44.3k","37.88%","72","93","23.39%","12.9",""
"88","Parisshelton","36983$1.29%37.0k","-","68","88","4.32%","10.8",""
"60","Dohvyk","16519$0.58%16.5k","42.19%","69","57","46.34%","4.8",""
"86","Pemberstone","14833$0.52%14.8k","50.71%","-","87","7.61%","4.3",""
"82","Trolleficent","12588$0.44%12.6k","-","63","79","1.32%","3.7",""
"60","Flatzz","12303$0.43%12.3k","47.07%","-","60","34.75%","3.6",""
"52","Guliveris","11624$0.40%11.6k","33.41%","-","48","19.53%","3.4",""
"-","Dayn","6121$0.21%6.1k","-","-","-","1.10%","1.8",""
"67","Fossett","4531$0.16%4.5k","-","-","71","0.00%","1.3",""
"-","Irisviiel","2964$0.10%3.0k","-","65","-","0.00%","0.9",""
"-","Ratshot","1450$0.05%1.5k","-","-","-","0.00%","0.4",""
"7","Decimous","479$0.02%479.0","26.76%","63","6","1.95%","0.1",""
