"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"59","Dohvyk","1302215$6.35%1.30m","-","58","81.44%","512.4",""
"61","Changó","1195991$5.84%1.20m","68","63","75.66%","470.6",""
"62","Flatzz","1101724$5.38%1.10m","-","76","80.24%","433.5",""
"45","Akecheta","986870$4.81%986.9k","-","43","81.02%","388.4",""
"79","Ultimecia","977759$4.77%977.8k","-","78","70.07%","384.8",""
"83","Duhd","916911$4.47%916.9k","-","88","54.79%","360.8",""
"41","Dïrty","915422$4.47%915.4k","63","67","80.83%","360.2",""
"76","Parisshelton","908754$4.43%908.8k","-","84","59.70%","357.6",""
"64","Dryrun","885302$4.32%885.3k","-","78","70.72%","348.4",""
"56","Jáx","862865$4.21%862.9k","-","69","60.06%","339.6",""
"48","Synergy","845199$4.12%845.2k","69","59","64.41%","332.6",""
"35","Furckinstein","738607$3.60%738.6k","67","40","75.00%","290.7",""
"49","Gaunz","718273$3.50%718.3k","-","56","63.48%","282.7",""
"71","Bandakar","708007$3.45%708.0k","-","78","78.76%","278.6",""
"47","Irisviiel","666233$3.25%666.2k","72","51","67.38%","262.2",""
"64","Dietolive","645606$3.15%645.6k","70","72","52.11%","254.1",""
"43","Guliveris","628668$3.07%628.7k","-","45","71.88%","247.4",""
"84","Pemberstone","623260$3.04%623.3k","-","88","72.66%","245.3",""
"26","Stankdik","616996$3.01%617.0k","-","32","58.64%","242.8",""
"19","Kirilov","615890$3.00%615.9k","-","18","54.95%","242.4",""
"33","Tumblebug","604046$2.95%604.0k","-","36","54.82%","237.7",""
"21","Jiera","532998$2.60%533.0k","-","51","62.13%","209.7",""
"40","Spaghetties","518207$2.53%518.2k","-","79","48.77%","203.9",""
"20","Urumettu","488424$2.38%488.4k","-","33","59.48%","192.2",""
"54","Crox","470140$2.29%470.1k","-","61","71.07%","185.0",""
"18","Ishney","394703$1.93%394.7k","-","15","51.27%","155.3",""
"35","Ghazan","289956$1.41%290.0k","-","36","38.75%","114.1",""
"24","Necrohealya","239759$1.17%239.8k","-","32","38.83%","94.3",""
"90","Pythagorean","24569$0.12%24.6k","-","90","3.11%","9.7",""
"97","Slecht","20822$0.10%20.8k","69","97","2.95%","8.2",""
"92","Drgupta","16102$0.08%16.1k","-","93","0.84%","6.3",""
"91","Deyn","14927$0.07%14.9k","70","92","0.60%","5.9",""
"93","Wangcake","10378$0.05%10.4k","72","93","0.58%","4.1",""
"92","Enders","7724$0.04%7.7k","-","93","1.07%","3.0",""
"-","Eighchbar","1545$0.01%1.5k","-","-","0.00%","0.6",""
"-","Tauraheim","654$0.00%654.0","-","-","0.00%","0.3",""
"80","Yunghelga","434$0.00%434.0","69","80","0.00%","0.2",""
"-","Milku","18$0.00%18.0","-","-","0.00%","0.0",""
