"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"12","Mogs","1068005$5.26%1.07m","63","34","44.64%","273.8",""
"11","Hoebowjoe","920510$4.53%920.5k","66","16","42.43%","236.0",""
"22","Flatzz","890444$4.39%890.4k","-","27","57.73%","228.3",""
"16","Impervious","863742$4.25%863.7k","63","19","56.83%","221.4",""
"9","Valara","826055$4.07%826.1k","-","23","42.99%","211.8",""
"11","Dirtÿ","812804$4.00%812.8k","-","23","39.76%","208.4",""
"19","Akecheta","808686$3.98%808.7k","-","20","56.39%","207.3",""
"10","Chainguin","808024$3.98%808.0k","-","20","56.35%","207.1",""
"12","Trii","793592$3.91%793.6k","69","12","46.86%","203.4",""
"13","Leetwreck","786548$3.87%786.5k","61","23","58.25%","201.6",""
"19","Changó","779213$3.84%779.2k","-","16","49.08%","199.8",""
"13","Deadstrike","773642$3.81%773.6k","65","29","46.62%","198.3",""
"13","Muhhgi","764593$3.77%764.6k","-","12","55.31%","196.0",""
"19","Spicyhot","748176$3.69%748.2k","-","32","62.83%","191.8",""
"31","Jiero","742529$3.66%742.5k","-","37","52.55%","190.3",""
"10","Dankling","733712$3.61%733.7k","-","39","49.74%","188.1",""
"10","Overbit","731987$3.61%732.0k","-","32","50.21%","187.6",""
"22","Ultimecia","706235$3.48%706.2k","-","32","50.09%","181.0",""
"30","Flesharrow","691963$3.41%692.0k","-","34","50.57%","177.4",""
"11","Kirilov","687833$3.39%687.8k","-","23","46.29%","176.3",""
"17","Dietolive","647026$3.19%647.0k","-","38","45.41%","165.9",""
"14","Cavander","545915$2.69%545.9k","66","21","40.91%","139.9",""
"44","Bandakar","521178$2.57%521.2k","-","47","72.58%","133.6",""
"6","Ishney","447438$2.20%447.4k","-","7","58.35%","114.7",""
"26","Crox","422846$2.08%422.8k","-","30","68.08%","108.4",""
"16","Fossett","412835$2.03%412.8k","66","19","36.16%","105.8",""
"10","Danty","395200$1.95%395.2k","-","19","61.23%","101.3",""
"33","Pemberstone","361685$1.78%361.7k","-","31","48.70%","92.7",""
"13","Darunor","309620$1.53%309.6k","-","13","52.61%","79.4",""
"97","Ghazan","102969$0.51%103.0k","-","97","14.52%","26.4",""
"96","Gonz","79098$0.39%79.1k","67","96","0.85%","20.3",""
"-","Tazdink","32858$0.16%32.9k","65","-","1.51%","8.4",""
"-","Pythagorean","22109$0.11%22.1k","67","-","1.37%","5.7",""
"-","Slecht","15025$0.07%15.0k","-","-","3.58%","3.9",""
"99","Eighchbar","10786$0.05%10.8k","64","100","1.08%","2.8",""
"-","Wangcake","10191$0.05%10.2k","-","-","1.59%","2.6",""
"96","Deyn","9181$0.05%9.2k","66","96","2.40%","2.4",""
"-","Milku","8376$0.04%8.4k","-","-","2.09%","2.1",""
"87","Enders","6417$0.03%6.4k","66","89","2.20%","1.6",""
"-","Necrohealya","1864$0.01%1.9k","-","-","0.00%","0.5",""
