"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"84","Dietolive","106780$7.09%106.8k","-","83","67.53%","290.0",""
"75","Jiero","97110$6.45%97.1k","-","80","64.19%","263.7",""
"64","Sur","96871$6.43%96.9k","68","70","68.61%","263.1",""
"80","Valara","92352$6.13%92.4k","67","87","55.82%","250.8",""
"43","Hoebowjoe","76510$5.08%76.5k","69","34","48.73%","207.8",""
"52","Duhd","75570$5.02%75.6k","64","76","47.90%","205.2",""
"61","Fossett","71026$4.71%71.0k","-","52","53.78%","192.9",""
"60","Minuteman","68931$4.58%68.9k","67","75","42.18%","187.2",""
"54","Deadstrike","66964$4.44%67.0k","69","54","50.00%","181.8",""
"41","Tumblebug","66541$4.42%66.5k","64","63","57.53%","180.7",""
"33","Parisshelton","62068$4.12%62.1k","68","29","43.72%","168.5",""
"35","Dankling","55290$3.67%55.3k","66","50","45.26%","150.1",""
"22","Irisviiel","54427$3.61%54.4k","61","66","56.09%","147.8",""
"46","Dirtÿ","52371$3.48%52.4k","71","29","30.93%","142.2",""
"23","Stankdik","50776$3.37%50.8k","66","33","45.86%","137.9",""
"49","Bandakar","50514$3.35%50.5k","-","42","63.14%","137.2",""
"23","Seadub","50218$3.33%50.2k","67","27","46.30%","136.4",""
"52","Guliveris","44373$2.95%44.4k","-","66","53.97%","120.5",""
"27","Changó","44171$2.93%44.2k","68","18","38.54%","119.9",""
"17","Gaunz","41166$2.73%41.2k","66","23","34.09%","111.8",""
"70","Pemberstone","40722$2.70%40.7k","-","64","55.74%","110.6",""
"11","Buffymctank","34722$2.30%34.7k","64","14","58.56%","94.3",""
"38","Furckinstein","33287$2.21%33.3k","-","42","61.61%","90.4",""
"14","Ghazan","32475$2.16%32.5k","70","9","30.74%","88.2",""
"15","Dohvyk","29769$1.98%29.8k","62","27","25.99%","80.8",""
"81","Shelton","3162$0.21%3.2k","66","85","7.17%","8.6",""
"-","Kiikii","1946$0.13%1.9k","66","-","0.88%","5.3",""
"75","Slecht","1246$0.08%1.2k","-","80","7.62%","3.4",""
"59","Pythagorean","1063$0.07%1.1k","70","57","8.01%","2.9",""
"65","Ratshot","1027$0.07%1.0k","64","69","2.57%","2.8",""
"59","Wangcake","1025$0.07%1.0k","71","56","3.71%","2.8",""
"-","Yunghelga","817$0.05%817.0","64","-","1.71%","2.2",""
"-","Rootrot","677$0.04%677.0","24","-","5.03%","1.8",""
"55","Deyn","343$0.02%343.0","68","54","0.00%","0.9",""
"54","Tauraheim","286$0.02%286.0","64","57","10.66%","0.8",""
