"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","805564$14.23%805.6k","57.27%","-","56.03%","277.4",""
"Bandakar","573264$10.13%573.3k","55.69%","-","49.23%","197.4",""
"Pemberstone","518146$9.16%518.1k","49.46%","-","38.73%","178.4",""
"Guliveris","426906$7.54%426.9k","41.64%","-","28.59%","147.0",""
"Furckinstein","266180$4.70%266.2k","25.20%","-","30.41%","91.7",""
"Dohvyk","195260$3.45%195.3k","23.26%","-","21.34%","67.2",""
"Akecheta","188910$3.34%188.9k","16.97%","-","21.75%","65.0",""
"Flatzz","186564$3.30%186.6k","18.67%","-","19.76%","64.2",""
"Decimous","166236$2.94%166.2k","17.16%","63","13.86%","57.2",""
"Changó","161212$2.85%161.2k","19.27%","68","15.80%","55.5",""
"Danty","151113$2.67%151.1k","19.58%","68","16.04%","52.0",""
"Deadstrike","115307$2.04%115.3k","14.85%","69","10.36%","39.7",""
"Stankdik","113611$2.01%113.6k","15.94%","-","10.62%","39.1",""
"Dietolive","100241$1.77%100.2k","7.31%","70","10.77%","34.5",""
"Jáx","98874$1.75%98.9k","15.06%","65","12.12%","34.0",""
"Hoebowjoe","97088$1.72%97.1k","17.83%","-","12.78%","33.4",""
"Tauraheim","80719$1.43%80.7k","12.70%","-","10.24%","27.8",""
"Ultimecia","79777$1.41%79.8k","15.08%","-","9.90%","27.5",""
"Shelton","78752$1.39%78.8k","9.14%","-","6.57%","27.1",""
"Dirtÿ","72822$1.29%72.8k","15.19%","-","11.53%","25.1",""
"Kirilov","72501$1.28%72.5k","22.77%","72","10.68%","25.0",""
"Ghazan","72349$1.28%72.3k","21.66%","-","7.27%","24.9",""
"Gaunz","71163$1.26%71.2k","9.59%","-","8.34%","24.5",""
"Deyn","65869$1.16%65.9k","16.47%","-","9.50%","22.7",""
"Parisshelton","64777$1.14%64.8k","13.19%","69","8.42%","22.3",""
"Duhd","64227$1.13%64.2k","11.90%","-","8.06%","22.1",""
"Wangcake","63505$1.12%63.5k","16.90%","-","8.17%","21.9",""
"Enders","62277$1.10%62.3k","16.26%","71","6.64%","21.4",""
"Milku","61035$1.08%61.0k","16.67%","71","7.95%","21.0",""
"Eighchbar","60090$1.06%60.1k","5.12%","-","6.47%","20.7",""
"Tumblebug","58831$1.04%58.8k","18.39%","-","6.34%","20.3",""
"Necrohealya","58185$1.03%58.2k","17.11%","-","6.07%","20.0",""
"Valara","57455$1.02%57.5k","13.67%","-","8.65%","19.8",""
"Ishney","55170$0.97%55.2k","19.23%","73","9.88%","19.0",""
"Fossett","51654$0.91%51.7k","11.24%","70","7.18%","17.8",""
"Yunghelga","48593$0.86%48.6k","16.78%","68","5.96%","16.7",""
"Ratshot","48565$0.86%48.6k","16.42%","-","6.26%","16.7",""
"Irisviiel","48381$0.85%48.4k","13.90%","-","6.64%","16.7",""
"Pythagorean","48357$0.85%48.4k","13.97%","-","6.37%","16.7",""
"Slecht","37914$0.67%37.9k","12.97%","69","6.19%","13.1",""
"Razorgore the Untamed","7276$0.13%7.3k","-","-","0.00%","2.5",""
"Daxis","4968$0.09%5.0k","38.59%","65","1.23%","1.7",""
