"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"56","Kasako","317211$22.65%317.2k","25.65%","67","63","42.33%","164.9",""
"67","Quesogrande","309990$22.14%310.0k","38.47%","68","72","75.34%","161.2",""
"42","Vannawight","296240$21.16%296.2k","49.42%","70","42","61.29%","154.0",""
"37","Gnarlsbarkly","201845$14.41%201.8k","45.57%","48","-","66.99%","104.9",""
"21","Dieto","193133$13.79%193.1k","15.98%","-","29","26.34%","100.4",""
"90","Betrayal","17217$1.23%17.2k","-","70","92","5.42%","9.0",""
"85","Kagomi","13386$0.96%13.4k","17.15%","68","84","4.06%","7.0",""
"74","Guliveris","13048$0.93%13.0k","21.56%","-","76","34.81%","6.8",""
"61","Dohvyk","9508$0.68%9.5k","46.71%","70","57","44.73%","4.9",""
"44","Renke","8365$0.60%8.4k","59.37%","65","44","45.05%","4.3",""
"47","Irongunt","6356$0.45%6.4k","44.52%","62","52","32.28%","3.3",""
"37","Jiera","5669$0.40%5.7k","48.21%","65","38","44.58%","2.9",""
"65","Locchiato","5000$0.36%5.0k","11.96%","-","67","0.00%","2.6",""
"-","Jrome","2154$0.15%2.2k","-","67","-","0.00%","1.1",""
"74","Mortifier","1208$0.09%1.2k","-","-","70","0.00%","0.6",""
