"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"75","Eighchbar","574808$10.89%574.8k","39.19%","-","75","78.21%","198.1",""
"49","Deyn","564053$10.69%564.1k","37.41%","-","46","45.90%","194.4",""
"49","Yunghelga","541439$10.26%541.4k","22.64%","-","54","44.79%","186.6",""
"48","Pythagorean","530360$10.05%530.4k","43.87%","-","48","68.40%","182.8",""
"56","Wangcake","528098$10.01%528.1k","42.10%","70","57","77.54%","182.0",""
"66","Milku","447499$8.48%447.5k","46.36%","-","62","79.45%","154.2",""
"45","Shelton","442011$8.38%442.0k","37.94%","-","49","66.73%","152.3",""
"50","Necrohealya","371086$7.03%371.1k","44.54%","70","50","64.50%","127.9",""
"53","Tauraheim","342028$6.48%342.0k","55.38%","-","67","69.55%","117.9",""
"38","Slecht","332125$6.30%332.1k","48.59%","67","45","71.92%","114.5",""
"54","Ghazan","221786$4.20%221.8k","26.65%","-","52","22.74%","76.4",""
"95","Hoebowjoe","49048$0.93%49.0k","2.96%","-","96","9.31%","16.9",""
"90","Jáx","41588$0.79%41.6k","-","-","90","6.41%","14.3",""
"82","Bandakar","33360$0.63%33.4k","34.41%","-","81","50.32%","11.5",""
"95","Fossett","25864$0.49%25.9k","9.59%","69","95","2.11%","8.9",""
"54","Dohvyk","20259$0.38%20.3k","36.24%","-","52","54.64%","7.0",""
"60","Flatzz","18769$0.36%18.8k","41.73%","-","59","43.58%","6.5",""
"62","Akecheta","15533$0.29%15.5k","52.27%","-","60","54.94%","5.4",""
"57","Danty","15268$0.29%15.3k","51.25%","68","55","42.50%","5.3",""
"78","Ultimecia","14962$0.28%15.0k","50.45%","-","78","1.39%","5.2",""
"67","Pemberstone","14202$0.27%14.2k","55.66%","-","67","7.84%","4.9",""
"89","Jiero","14045$0.27%14.0k","-","-","90","2.04%","4.8",""
"70","Smitty","13722$0.26%13.7k","3.52%","67","70","3.05%","4.7",""
"62","Guliveris","13438$0.25%13.4k","44.04%","-","61","32.43%","4.6",""
"37","Furckinstein","11735$0.22%11.7k","55.57%","-","34","48.66%","4.0",""
"28","Changó","11638$0.22%11.6k","57.89%","68","26","47.43%","4.0",""
"50","Valara","11064$0.21%11.1k","-","-","51","2.72%","3.8",""
"87","Irisviiel","9644$0.18%9.6k","3.27%","66","87","1.16%","3.3",""
"36","Parisshelton","7723$0.15%7.7k","-","-","35","1.46%","2.7",""
"70","Deadstrike","7174$0.14%7.2k","49.18%","69","73","7.93%","2.5",""
"63","Dietolive","6974$0.13%7.0k","33.78%","70","61","0.52%","2.4",""
"56","Crox","4782$0.09%4.8k","27.63%","-","56","1.45%","1.6",""
"55","Gaunz","4513$0.09%4.5k","5.25%","67","58","0.00%","1.6",""
"64","Kirilov","4332$0.08%4.3k","55.14%","-","68","1.64%","1.5",""
"84","Ishney","4255$0.08%4.3k","10.52%","-","84","0.00%","1.5",""
"72","Dankling","2604$0.05%2.6k","34.90%","-","70","0.00%","0.9",""
"13","Dirtÿ","1816$0.03%1.8k","-","-","11","0.00%","0.6",""
"61","Seadub","1596$0.03%1.6k","89.63%","-","61","2.18%","0.6",""
"57","Minuteman","740$0.01%740.0","66.58%","-","59","0.00%","0.3",""
