"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"41","Pythagorean","655917$21.07%655.9k","23.44%","70","37","56.55%","201.6",""
"42","Deyn","625382$20.09%625.4k","25.01%","71","34","35.69%","192.3",""
"62","Eighchbar","622507$20.00%622.5k","19.72%","-","59","69.21%","191.4",""
"50","Necrohealya","589663$18.94%589.7k","41.16%","-","47","67.43%","181.3",""
"43","Slecht","430649$13.84%430.6k","37.79%","-","48","57.33%","132.4",""
"94","Gonz","42340$1.36%42.3k","7.13%","-","93","2.46%","13.0",""
"89","Ultimecia","30678$0.99%30.7k","32.94%","72","88","11.01%","9.4",""
"60","Bandakar","23403$0.75%23.4k","26.76%","73","64","46.67%","7.2",""
"66","Guliveris","19673$0.63%19.7k","20.69%","-","62","25.42%","6.0",""
"54","Danty","18031$0.58%18.0k","38.79%","68","50","39.88%","5.5",""
"79","Trolleficent","11052$0.36%11.1k","-","65","76","1.95%","3.4",""
"70","Dietolive","10226$0.33%10.2k","23.18%","-","70","0.00%","3.1",""
"54","Crox","8175$0.26%8.2k","23.74%","-","47","2.72%","2.5",""
"45","Dïrty","7220$0.23%7.2k","32.33%","-","42","21.13%","2.2",""
"75","Seadub","7085$0.23%7.1k","47.00%","69","76","0.91%","2.2",""
"62","Fossett","4175$0.13%4.2k","67.69%","-","70","0.81%","1.3",""
"68","Stankdik","2756$0.09%2.8k","44.73%","69","71","0.00%","0.8",""
"-","Dryrun","2613$0.08%2.6k","-","63","-","0.00%","0.8",""
"-","Irisviiel","980$0.03%980.0","-","71","-","0.00%","0.3",""
