"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1058991$17.18%1.06m","54.40%","-","72.77%","296.5",""
"Darunor","603744$9.80%603.7k","41.45%","-","38.63%","169.0",""
"Danty","425734$6.91%425.7k","41.13%","-","30.08%","119.2",""
"Furckinstein","344132$5.58%344.1k","46.30%","-","30.10%","96.4",""
"Impervious","249985$4.06%250.0k","18.98%","59","22.39%","70.0",""
"Muhhgi","209392$3.40%209.4k","7.28%","60","15.27%","58.6",""
"Akecheta","203494$3.30%203.5k","5.58%","61","18.48%","57.0",""
"Trike","199078$3.23%199.1k","7.79%","-","18.52%","55.7",""
"Flatzz","189736$3.08%189.7k","7.25%","62","16.13%","53.1",""
"Pemberstone","158784$2.58%158.8k","4.72%","-","15.07%","44.5",""
"Dankling","148816$2.41%148.8k","4.60%","55","15.19%","41.7",""
"Thamir","144750$2.35%144.8k","12.33%","-","15.33%","40.5",""
"Deadstrike","144342$2.34%144.3k","13.68%","59","15.13%","40.4",""
"Overbit","141884$2.30%141.9k","8.73%","60","14.99%","39.7",""
"Minuteman","139307$2.26%139.3k","4.87%","58","10.69%","39.0",""
"Trii","127702$2.07%127.7k","4.71%","61","10.50%","35.8",""
"Chainguin","125661$2.04%125.7k","13.17%","-","11.82%","35.2",""
"Kirilov","118505$1.92%118.5k","9.39%","64","12.74%","33.2",""
"Enders","97991$1.59%98.0k","5.83%","61","5.19%","27.4",""
"Milku","94555$1.53%94.6k","8.56%","-","3.76%","26.5",""
"Cavander","86199$1.40%86.2k","10.98%","62","3.65%","24.1",""
"Deyn","86057$1.40%86.1k","8.26%","-","5.38%","24.1",""
"Ultimecia","82097$1.33%82.1k","10.52%","64","4.37%","23.0",""
"Jiero","76166$1.24%76.2k","10.76%","-","5.70%","21.3",""
"Tazdink","73462$1.19%73.5k","8.59%","-","4.59%","20.6",""
"Derka","71034$1.15%71.0k","6.57%","-","3.93%","19.9",""
"Gonz","70713$1.15%70.7k","10.59%","63","3.40%","19.8",""
"Nakur","68487$1.11%68.5k","12.48%","63","5.18%","19.2",""
"Hoebowjoe","60388$0.98%60.4k","4.69%","-","3.48%","16.9",""
"Claudiu","58256$0.95%58.3k","10.84%","-","2.27%","16.3",""
"Dietolive","57761$0.94%57.8k","12.09%","61","2.17%","16.2",""
"Saphex","57311$0.93%57.3k","11.17%","60","2.63%","16.0",""
"Phugoid","56881$0.92%56.9k","10.14%","-","2.86%","15.9",""
"Grimmeat","56651$0.92%56.7k","15.26%","56","2.98%","15.9",""
"Fossett","53959$0.88%54.0k","14.30%","63","4.26%","15.1",""
"Mexius","48641$0.79%48.6k","10.02%","-","2.35%","13.6",""
"Grimseeker","46527$0.75%46.5k","7.35%","-","2.26%","13.0",""
"Melven","44682$0.73%44.7k","12.79%","60","2.91%","12.5",""
"Disk","41767$0.68%41.8k","13.98%","64","1.03%","11.7",""
"Necrohealya","38985$0.63%39.0k","13.42%","62","1.58%","10.9",""
