"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","1260146$11.72%1.26m","58.05%","-","63.18%","326.2",""
"Crox","1029932$9.58%1.03m","55.91%","-","42.55%","266.6",""
"Danty","507141$4.72%507.1k","48.66%","-","31.07%","131.3",""
"Flatzz","328076$3.05%328.1k","13.38%","-","30.34%","84.9",""
"Akecheta","326994$3.04%327.0k","13.05%","-","29.38%","84.7",""
"Impervious","323137$3.01%323.1k","14.80%","-","29.06%","83.7",""
"Muhhgi","300650$2.80%300.7k","16.23%","-","29.39%","77.8",""
"Changó","300167$2.79%300.2k","16.03%","-","29.08%","77.7",""
"Chingu","276776$2.57%276.8k","9.86%","62","27.60%","71.7",""
"Trii","274088$2.55%274.1k","11.25%","67","28.72%","71.0",""
"Deadstrike","269587$2.51%269.6k","12.22%","64","30.72%","69.8",""
"Ultimecia","268910$2.50%268.9k","9.42%","-","25.29%","69.6",""
"Slybanana","262045$2.44%262.0k","10.03%","61","25.24%","67.8",""
"Dankling","258999$2.41%259.0k","11.32%","61","28.24%","67.0",""
"Mogs","252061$2.34%252.1k","8.77%","-","27.33%","65.3",""
"Minuteman","247464$2.30%247.5k","5.39%","63","26.16%","64.1",""
"Kirilov","243347$2.26%243.3k","14.11%","-","27.06%","63.0",""
"Dirtypantiz","221204$2.06%221.2k","11.62%","-","24.77%","57.3",""
"Hoebowjoe","216354$2.01%216.4k","12.72%","-","25.38%","56.0",""
"Cavander","214755$2.00%214.8k","17.14%","65","23.39%","55.6",""
"Jiero","204373$1.90%204.4k","15.76%","-","26.46%","52.9",""
"Claudiu","203160$1.89%203.2k","10.90%","-","23.79%","52.6",""
"Lachupacabra","190176$1.77%190.2k","8.98%","-","22.82%","49.2",""
"Milku","187891$1.75%187.9k","12.09%","68","18.25%","48.6",""
"Gonz","180589$1.68%180.6k","15.39%","-","20.49%","46.8",""
"Pythagorean","178797$1.66%178.8k","13.60%","-","20.37%","46.3",""
"Enders","175908$1.64%175.9k","11.01%","-","19.98%","45.5",""
"Valara","175710$1.63%175.7k","13.16%","-","23.73%","45.5",""
"Fossett","173040$1.61%173.0k","8.79%","-","20.92%","44.8",""
"Necrohealya","169683$1.58%169.7k","11.84%","67","19.41%","43.9",""
"Ishney","167976$1.56%168.0k","14.79%","-","19.12%","43.5",""
"Takanu","164981$1.53%165.0k","12.91%","-","18.02%","42.7",""
"Slecht","163094$1.52%163.1k","11.68%","57","18.29%","42.2",""
"Deyn","156449$1.46%156.4k","19.23%","64","16.52%","40.5",""
"Ghazan","154659$1.44%154.7k","22.45%","-","18.61%","40.0",""
"Ryndir","154036$1.43%154.0k","19.63%","65","17.86%","39.9",""
"Phugoid","151305$1.41%151.3k","20.16%","-","16.96%","39.2",""
"Tazdink","150835$1.40%150.8k","13.02%","-","19.40%","39.0",""
"Eighchbar","135940$1.26%135.9k","13.73%","-","16.00%","35.2",""
"Shamallama","131112$1.22%131.1k","17.18%","-","15.73%","33.9",""
