"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1005693$17.35%1.01m","53.75%","-","67.93%","322.2",""
"Bandakar","507496$8.76%507.5k","48.36%","-","41.72%","162.6",""
"Darunor","441010$7.61%441.0k","42.12%","-","36.24%","141.3",""
"Flatzz","235648$4.07%235.6k","13.48%","63","23.52%","75.5",""
"Changó","219188$3.78%219.2k","13.68%","65","17.78%","70.2",""
"Pemberstone","212788$3.67%212.8k","27.45%","59","20.83%","68.2",""
"Impervious","212730$3.67%212.7k","12.39%","62","23.68%","68.2",""
"Trike","198343$3.42%198.3k","8.81%","-","18.20%","63.5",""
"Akecheta","196855$3.40%196.9k","6.22%","-","17.69%","63.1",""
"Overbit","161274$2.78%161.3k","10.12%","61","19.47%","51.7",""
"Deadstrike","160541$2.77%160.5k","5.94%","62","18.16%","51.4",""
"Mementomory","156288$2.70%156.3k","3.31%","58","16.33%","50.1",""
"Chainguin","147023$2.54%147.0k","8.65%","64","15.18%","47.1",""
"Trii","136410$2.35%136.4k","5.70%","-","13.77%","43.7",""
"Minuteman","118215$2.04%118.2k","5.36%","62","8.44%","37.9",""
"Kirilov","114658$1.98%114.7k","7.56%","65","12.28%","36.7",""
"Tazdink","109793$1.89%109.8k","8.14%","59","8.29%","35.2",""
"Deyn","93109$1.61%93.1k","8.95%","64","7.69%","29.8",""
"Mexius","87864$1.52%87.9k","6.62%","-","8.76%","28.2",""
"Jiero","82833$1.43%82.8k","12.01%","67","6.55%","26.5",""
"Gonz","80894$1.40%80.9k","7.67%","65","8.53%","25.9",""
"Ultimecia","78137$1.35%78.1k","7.44%","-","4.56%","25.0",""
"Cavander","73095$1.26%73.1k","5.94%","62","5.71%","23.4",""
"Phugoid","70938$1.22%70.9k","8.97%","-","8.66%","22.7",""
"Saphex","67467$1.16%67.5k","11.81%","-","5.93%","21.6",""
"Grimseeker","65583$1.13%65.6k","15.65%","64","5.33%","21.0",""
"Eighchbar","64406$1.11%64.4k","6.50%","58","5.94%","20.6",""
"Maruke","61064$1.05%61.1k","2.94%","57","6.06%","19.6",""
"Valara","60616$1.05%60.6k","9.85%","63","6.63%","19.4",""
"Hoebowjoe","60485$1.04%60.5k","6.90%","63","2.25%","19.4",""
"Crow","59728$1.03%59.7k","3.13%","57","3.21%","19.1",""
"Claudiu","57350$0.99%57.4k","2.83%","-","6.32%","18.4",""
"Mogs","52487$0.91%52.5k","9.10%","-","2.39%","16.8",""
"Fossett","50298$0.87%50.3k","10.82%","64","5.90%","16.1",""
"Milku","49532$0.85%49.5k","7.26%","65","3.99%","15.9",""
"Nakur","47280$0.82%47.3k","8.63%","65","3.83%","15.1",""
"Ghazan","45919$0.79%45.9k","10.36%","63","5.62%","14.7",""
"Dietolive","45165$0.78%45.2k","5.35%","61","2.01%","14.5",""
"Chingu","41898$0.72%41.9k","7.52%","-","5.63%","13.4",""
"Pythagorean","37706$0.65%37.7k","5.68%","63","1.44%","12.1",""
"Melven","28436$0.49%28.4k","4.33%","-","3.19%","9.1",""
