"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"76","Nimda","1069165$6.12%1.07m","68","84","81.94%","424.3",""
"64","Flatzz","1067081$6.10%1.07m","-","62","77.16%","423.5",""
"42","Chrg","895954$5.13%896.0k","66","53","75.38%","355.6",""
"57","Gaunz","856813$4.90%856.8k","71","54","64.98%","340.0",""
"50","Deadstrike","848473$4.85%848.5k","73","46","69.76%","336.7",""
"40","Renke","769466$4.40%769.5k","-","61","69.91%","305.4",""
"34","Accessdenied","768911$4.40%768.9k","68","41","77.30%","305.2",""
"62","Parisshelton","763395$4.37%763.4k","-","66","63.70%","303.0",""
"70","Irisviiel","754513$4.32%754.5k","77","44","71.37%","299.4",""
"59","Synergy","737314$4.22%737.3k","75","44","66.27%","292.6",""
"55","Urumettu","734319$4.20%734.3k","74","40","70.36%","291.4",""
"59","Guliveris","714946$4.09%714.9k","-","58","78.49%","283.7",""
"59","Garglegop","680732$3.89%680.7k","-","52","78.68%","270.2",""
"49","Melven","671066$3.84%671.1k","72","52","59.90%","266.3",""
"63","Bandakar","654609$3.74%654.6k","-","75","83.44%","259.8",""
"60","Kurtz","623384$3.57%623.4k","-","61","52.04%","247.4",""
"41","Muja","608358$3.48%608.4k","-","40","46.62%","241.4",""
"79","Pemberstone","605347$3.46%605.3k","-","68","78.20%","240.2",""
"45","Olom","604958$3.46%605.0k","-","46","50.07%","240.1",""
"41","Ishney","596901$3.41%596.9k","73","29","57.39%","236.9",""
"20","Sepitus","568373$3.25%568.4k","63","39","71.50%","225.6",""
"42","Trolleficent","553456$3.17%553.5k","-","49","54.49%","219.6",""
"62","Zugshirt","433217$2.48%433.2k","71","60","35.74%","171.9",""
"22","Mortifier","379383$2.17%379.4k","-","18","81.12%","150.6",""
"27","Dieto","273062$1.56%273.1k","-","47","43.35%","108.4",""
"58","Ghazan","202557$1.16%202.6k","71","54","21.83%","80.4",""
"-","Quesogrande","18476$0.11%18.5k","-","-","0.71%","7.3",""
"93","Pythagorean","13673$0.08%13.7k","-","93","5.40%","5.4",""
"90","Furky","5294$0.03%5.3k","51","95","7.98%","2.1",""
"88","Shamallama","4311$0.02%4.3k","70","89","0.00%","1.7",""
"-","Tauraheim","2765$0.02%2.8k","-","-","0.82%","1.1",""
"82","Milku","915$0.01%915.0","74","83","0.00%","0.4",""
"85","Deyn","266$0.00%266.0","71","87","0.00%","0.1",""
