"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"71","Necrohealya","302821$10.06%302.8k","46.02%","67","81","64.46%","137.4",""
"64","Pythagorean","299849$9.96%299.8k","45.30%","67","75","71.58%","136.1",""
"59","Enders","270553$8.99%270.6k","37.02%","66","74","63.92%","122.8",""
"71","Eighchbar","268917$8.93%268.9k","37.69%","64","87","67.96%","122.0",""
"65","Shamallama","253901$8.43%253.9k","28.95%","-","71","38.47%","115.2",""
"52","Deyn","238350$7.92%238.4k","35.13%","-","59","30.87%","108.2",""
"63","Milku","233504$7.75%233.5k","42.88%","69","65","76.53%","106.0",""
"31","Takanu","187298$6.22%187.3k","39.67%","63","45","43.01%","85.0",""
"23","Gonz","166764$5.54%166.8k","36.39%","67","24","21.81%","75.7",""
"33","Tazdink","163554$5.43%163.6k","32.38%","66","37","32.72%","74.2",""
"24","Ghazan","160935$5.34%160.9k","37.34%","-","29","25.43%","73.0",""
"41","Slecht","160929$5.34%160.9k","44.85%","-","65","71.29%","73.0",""
"29","Wangcake","138843$4.61%138.8k","39.55%","66","42","38.37%","63.0",""
"94","Ultimecia","24376$0.81%24.4k","24.01%","-","94","11.89%","11.1",""
"6","Pemberstone","19927$0.66%19.9k","44.05%","-","14","7.48%","9.0",""
"94","Hoebowjoe","13056$0.43%13.1k","-","-","94","5.33%","5.9",""
"86","Cavander","12381$0.41%12.4k","1.66%","66","86","0.71%","5.6",""
"78","Akecheta","12146$0.40%12.1k","42.72%","64","77","55.32%","5.5",""
"77","Impervious","11546$0.38%11.5k","41.45%","-","80","54.80%","5.2",""
"85","Dietolive","11422$0.38%11.4k","29.05%","-","85","0.00%","5.2",""
"68","Muhhgi","10329$0.34%10.3k","26.07%","-","66","49.79%","4.7",""
"65","Danty","8256$0.27%8.3k","30.85%","-","68","22.77%","3.7",""
"63","Changó","7936$0.26%7.9k","48.87%","67","60","39.67%","3.6",""
"46","Leetwreck","4903$0.16%4.9k","22.03%","61","48","1.15%","2.2",""
"76","Kirilov","4058$0.13%4.1k","56.83%","65","80","4.39%","1.8",""
"47","Crox","3750$0.12%3.8k","34.39%","-","50","0.71%","1.7",""
"67","Deadstrike","3205$0.11%3.2k","67.04%","65","73","3.59%","1.5",""
"79","Furckinstein","3126$0.10%3.1k","24.84%","-","81","9.75%","1.4",""
"95","Jiero","2897$0.10%2.9k","-","-","95","0.00%","1.3",""
"46","Bandakar","2838$0.09%2.8k","38.40%","-","46","2.22%","1.3",""
"88","Valara","2620$0.09%2.6k","-","-","87","0.00%","1.2",""
"70","Overbit","1769$0.06%1.8k","55.35%","63","76","1.71%","0.8",""
"66","Chainguin","1623$0.05%1.6k","49.61%","-","71","0.00%","0.7",""
"-","Urumettu","1369$0.05%1.4k","-","65","-","0.00%","0.6",""
"57","Trii","841$0.03%841.0","38.21%","69","63","0.00%","0.4",""
"93","Ishney","500$0.02%500.0","-","67","93","0.00%","0.2",""
