"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"15","Mogs","755207$5.23%755.2k","-","34","32.57%","195.5",""
"19","Impervious","741389$5.13%741.4k","-","21","51.49%","191.9",""
"12","Chingu","710479$4.92%710.5k","62","33","39.72%","183.9",""
"13","Flatzz","705914$4.89%705.9k","-","18","54.18%","182.7",""
"15","Akecheta","698145$4.83%698.1k","-","15","46.29%","180.7",""
"11","Trii","642718$4.45%642.7k","67","14","33.89%","166.4",""
"13","Muhhgi","636865$4.41%636.9k","-","14","45.32%","164.9",""
"11","Changó","633700$4.39%633.7k","-","10","44.01%","164.1",""
"7","Deadstrike","618715$4.28%618.7k","64","11","42.89%","160.2",""
"10","Dankling","613065$4.24%613.1k","61","34","33.49%","158.7",""
"11","Minuteman","603762$4.18%603.8k","63","25","31.01%","156.3",""
"13","Hoebowjoe","588839$4.08%588.8k","-","21","31.75%","152.4",""
"26","Jiero","547621$3.79%547.6k","-","33","38.75%","141.8",""
"8","Kirilov","540141$3.74%540.1k","-","15","33.12%","139.8",""
"9","Dirtypantiz","526286$3.64%526.3k","-","20","33.39%","136.2",""
"19","Ultimecia","524496$3.63%524.5k","-","26","47.34%","135.8",""
"9","Claudiu","524412$3.63%524.4k","-","14","26.11%","135.8",""
"10","Lachupacabra","481393$3.33%481.4k","-","27","29.15%","124.6",""
"39","Bandakar","469376$3.25%469.4k","-","41","69.02%","121.5",""
"9","Valara","454876$3.15%454.9k","-","18","29.20%","117.8",""
"17","Cavander","451756$3.13%451.8k","65","26","36.04%","116.9",""
"6","Slybanana","449371$3.11%449.4k","61","16","36.06%","116.3",""
"13","Fossett","436492$3.02%436.5k","-","19","42.49%","113.0",""
"20","Crox","309009$2.14%309.0k","-","22","51.46%","80.0",""
"5","Ishney","232066$1.61%232.1k","-","6","27.45%","60.1",""
"4","Danty","187508$1.30%187.5k","-","8","36.18%","48.5",""
"86","Phugoid","102967$0.71%103.0k","-","90","3.78%","26.7",""
"96","Ryndir","67203$0.47%67.2k","65","96","3.12%","17.4",""
"81","Pythagorean","63019$0.44%63.0k","-","85","1.34%","16.3",""
"94","Shamallama","59278$0.41%59.3k","-","94","2.15%","15.3",""
"89","Ghazan","43467$0.30%43.5k","-","89","4.50%","11.3",""
"89","Enders","14899$0.10%14.9k","-","91","1.84%","3.9",""
"-","Eighchbar","5316$0.04%5.3k","-","-","1.87%","1.4",""
"99","Tazdink","3620$0.03%3.6k","-","99","0.78%","0.9",""
"95","Takanu","2672$0.02%2.7k","-","95","0.57%","0.7",""
"-","Necrohealya","1686$0.01%1.7k","67","-","0.00%","0.4",""
"-","Milku","342$0.00%342.0","68","-","0.00%","0.1",""
