"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"70","Pythagorean","587070$11.09%587.1k","31.52%","65","83","63.20%","197.7",""
"75","Milku","549108$10.37%549.1k","43.57%","-","77","88.00%","184.9",""
"31","Deyn","534630$10.10%534.6k","37.79%","64","44","50.12%","180.0",""
"45","Phugoid","491603$9.28%491.6k","41.65%","-","48","61.64%","165.6",""
"50","Eighchbar","435388$8.22%435.4k","39.72%","61","75","72.78%","146.6",""
"25","Natu","421182$7.95%421.2k","31.77%","60","50","56.06%","141.8",""
"30","Drhealsgood","356139$6.73%356.1k","46.82%","60","54","67.21%","119.9",""
"27","Slecht","346776$6.55%346.8k","43.72%","57","60","77.48%","116.8",""
"13","Takanu","341086$6.44%341.1k","42.20%","-","21","47.72%","114.9",""
"16","Tazdink","321905$6.08%321.9k","20.34%","63","25","42.20%","108.4",""
"16","Wangcake","283775$5.36%283.8k","40.93%","57","39","60.10%","95.6",""
"13","Brolla","249853$4.72%249.9k","45.86%","-","20","60.31%","84.1",""
"89","Ragewind","33808$0.64%33.8k","17.96%","-","87","2.73%","11.4",""
"87","Ultimecia","32491$0.61%32.5k","35.68%","66","88","4.86%","10.9",""
"84","Sond","29122$0.55%29.1k","6.68%","-","87","4.15%","9.8",""
"88","Hoebowjoe","28571$0.54%28.6k","-","66","87","1.35%","9.6",""
"75","Pemberstone","21005$0.40%21.0k","22.48%","-","76","5.67%","7.1",""
"51","Akecheta","19320$0.36%19.3k","32.70%","-","52","49.85%","6.5",""
"58","Indignant","18058$0.34%18.1k","45.07%","59","66","45.64%","6.1",""
"51","Changó","17468$0.33%17.5k","39.16%","-","48","45.51%","5.9",""
"57","Bandakar","16844$0.32%16.8k","33.95%","-","53","30.19%","5.7",""
"81","Valara","14211$0.27%14.2k","-","65","78","1.45%","4.8",""
"56","Leetwreck","13676$0.26%13.7k","50.45%","60","65","41.75%","4.6",""
"49","Flatzz","11725$0.22%11.7k","34.71%","-","47","41.75%","3.9",""
"81","Mexius","11717$0.22%11.7k","1.58%","-","82","1.44%","3.9",""
"78","Ennja","10878$0.21%10.9k","32.22%","45","-","14.02%","3.7",""
"83","Cavander","10391$0.20%10.4k","17.41%","65","83","0.00%","3.5",""
"76","Claudiu","10104$0.19%10.1k","-","-","74","0.00%","3.4",""
"47","Muhhgi","9383$0.18%9.4k","37.01%","-","46","37.52%","3.2",""
"72","Deadstrike","9108$0.17%9.1k","36.10%","64","77","3.51%","3.1",""
"89","Jiero","9076$0.17%9.1k","-","66","88","0.00%","3.1",""
"58","Fossett","8927$0.17%8.9k","-","65","57","0.00%","3.0",""
"50","Crox","7069$0.13%7.1k","17.06%","-","53","1.28%","2.4",""
"69","Gaunz","6619$0.12%6.6k","-","61","69","0.00%","2.2",""
"82","Slybanana","6092$0.12%6.1k","9.53%","62","80","0.00%","2.1",""
"94","Urumettu","5972$0.11%6.0k","-","60","93","0.00%","2.0",""
"70","Kirilov","5645$0.11%5.6k","44.65%","65","74","3.92%","1.9",""
"36","Danty","4491$0.08%4.5k","29.20%","-","38","1.63%","1.5",""
"74","Dirtÿ","3464$0.07%3.5k","-","63","71","0.00%","1.2",""
"70","Chingu","1589$0.03%1.6k","-","-","68","0.00%","0.5",""
"-","Enso","205$0.00%205.0","-","-","-","0.00%","0.1",""
"-","Beakthing","174$0.00%174.0","-","63","-","0.00%","0.1",""
