"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"44","Deyn","614659$11.87%614.7k","33.79%","74","41","51.09%","220.4",""
"46","Drgupta","546339$10.55%546.3k","41.56%","68","60","67.84%","195.9",""
"45","Wangcake","537508$10.38%537.5k","49.05%","74","41","82.29%","192.7",""
"50","Shamallama","499842$9.65%499.8k","31.11%","-","59","48.25%","179.2",""
"38","Ghazan","491172$9.48%491.2k","41.70%","-","37","52.37%","176.1",""
"44","Pythagorean","465429$8.99%465.4k","34.60%","-","42","57.17%","166.9",""
"59","Eighchbar","448610$8.66%448.6k","49.67%","-","61","74.80%","160.8",""
"31","Gonz","393190$7.59%393.2k","36.44%","69","37","43.16%","141.0",""
"25","Lumieux","392364$7.58%392.4k","48.43%","-","30","71.75%","140.7",""
"41","Slecht","334244$6.45%334.2k","52.12%","71","42","61.56%","119.8",""
"87","Tacomojo","189119$3.65%189.1k","30.95%","-","92","20.49%","67.8",""
"60","Guliveris","20038$0.39%20.0k","42.09%","-","64","52.59%","7.2",""
"57","Chrg","19248$0.37%19.2k","43.68%","64","57","56.97%","6.9",""
"65","Akecheta","17096$0.33%17.1k","46.29%","-","63","61.82%","6.1",""
"65","Furckinstein","16959$0.33%17.0k","47.54%","-","64","57.15%","6.1",""
"62","Dohvyk","15746$0.30%15.7k","54.53%","-","61","60.51%","5.6",""
"61","Bandakar","15445$0.30%15.4k","40.28%","-","64","46.55%","5.5",""
"97","Parisshelton","14511$0.28%14.5k","-","-","97","3.63%","5.2",""
"60","Flatzz","14499$0.28%14.5k","37.57%","-","59","56.53%","5.2",""
"91","Pemberstone","13899$0.27%13.9k","46.53%","-","90","5.80%","5.0",""
"58","Renke","13830$0.27%13.8k","52.54%","-","59","47.28%","5.0",""
"81","Dietolive","11390$0.22%11.4k","23.96%","72","80","1.15%","4.1",""
"78","Ultimecia","10832$0.21%10.8k","37.00%","-","77","0.00%","3.9",""
"48","Garglegop","10760$0.21%10.8k","55.71%","-","45","41.66%","3.9",""
"81","Deadstrike","9985$0.19%10.0k","62.27%","-","79","20.44%","3.6",""
"52","Mortifier","9920$0.19%9.9k","31.20%","-","51","3.72%","3.6",""
"68","Nimda","9917$0.19%9.9k","31.64%","-","68","3.21%","3.6",""
"57","Accessdenied","8097$0.16%8.1k","26.16%","-","57","0.89%","2.9",""
"71","Muja","7940$0.15%7.9k","-","-","70","1.90%","2.8",""
"57","Kurtz","7654$0.15%7.7k","-","-","56","2.21%","2.7",""
"72","Synergy","6968$0.13%7.0k","45.41%","-","69","4.26%","2.5",""
"84","Irisviiel","3987$0.08%4.0k","11.38%","-","81","0.54%","1.4",""
"32","Duhd","3341$0.06%3.3k","-","-","33","0.00%","1.2",""
"74","Ishney","2000$0.04%2.0k","-","-","76","0.00%","0.7",""
"54","Urumettu","1475$0.03%1.5k","-","-","59","0.00%","0.5",""
"-","Ugara","506$0.01%506.0","-","-","-","0.00%","0.2",""
