"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1194828$10.72%1.19m","55.84%","-","48.55%","235.0",""
"Pemberstone","1137894$10.21%1.14m","59.13%","-","43.49%","223.8",""
"Mortifier","658546$5.91%658.5k","56.74%","-","36.03%","129.5",""
"Garglegop","599481$5.38%599.5k","54.59%","-","35.37%","117.9",""
"Decimous","463367$4.16%463.4k","44.49%","-","22.19%","91.1",""
"Gaunz","392221$3.52%392.2k","48.25%","-","13.28%","77.2",""
"Akecheta","373929$3.35%373.9k","28.51%","-","19.12%","73.6",""
"Dohvyk","370396$3.32%370.4k","30.31%","-","17.24%","72.9",""
"Furckinstein","367102$3.29%367.1k","29.70%","-","18.39%","72.2",""
"Flatzz","351357$3.15%351.4k","30.36%","-","15.77%","69.1",""
"Ultimecia","323278$2.90%323.3k","54.03%","-","12.80%","63.6",""
"Chrg","315198$2.83%315.2k","15.05%","-","14.43%","62.0",""
"Deadstrike","301691$2.71%301.7k","22.94%","-","14.36%","59.3",""
"Renke","274764$2.46%274.8k","28.87%","-","14.29%","54.0",""
"Zugshirt","236462$2.12%236.5k","12.02%","-","11.64%","46.5",""
"Synergy","234709$2.11%234.7k","26.27%","-","10.87%","46.2",""
"Ghazan","214155$1.92%214.2k","22.18%","73","9.77%","42.1",""
"Tauraheim","208380$1.87%208.4k","16.86%","-","8.18%","41.0",""
"Deyn","206674$1.85%206.7k","19.50%","-","9.68%","40.7",""
"Nimda","197882$1.78%197.9k","24.57%","-","10.85%","38.9",""
"Kurtz","186042$1.67%186.0k","12.63%","-","9.08%","36.6",""
"Wangcake","170810$1.53%170.8k","11.18%","74","9.45%","33.6",""
"Dietolive","168434$1.51%168.4k","15.09%","-","8.16%","33.1",""
"Drgupta","160678$1.44%160.7k","19.27%","-","7.57%","31.6",""
"Slecht","160436$1.44%160.4k","11.84%","-","7.85%","31.6",""
"Milku","158615$1.42%158.6k","23.48%","74","10.01%","31.2",""
"Shamallama","157140$1.41%157.1k","19.70%","-","8.95%","30.9",""
"Duhd","156104$1.40%156.1k","10.99%","72","8.67%","30.7",""
"Eighchbar","153432$1.38%153.4k","11.43%","71","8.04%","30.2",""
"Irisviiel","146127$1.31%146.1k","22.50%","-","6.93%","28.7",""
"Tazdink","145314$1.30%145.3k","15.55%","-","6.22%","28.6",""
"Muja","141195$1.27%141.2k","17.02%","70","8.02%","27.8",""
"Parisshelton","138173$1.24%138.2k","15.56%","74","8.51%","27.2",""
"Pythagorean","137043$1.23%137.0k","16.45%","-","8.54%","27.0",""
"Melven","136117$1.22%136.1k","10.29%","-","7.40%","26.8",""
"Necrohealya","120483$1.08%120.5k","12.04%","-","6.11%","23.7",""
"Ishney","116927$1.05%116.9k","20.31%","-","6.89%","23.0",""
"Ugara","116588$1.05%116.6k","17.11%","74","6.64%","22.9",""
"Lexzie","34810$0.31%34.8k","7.50%","64","1.41%","6.8",""
"Kasako","20911$0.19%20.9k","20.48%","66","0.67%","4.1",""
