"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"89","Eighchbar","399328$10.59%399.3k","37.03%","-","92","75.90%","213.6",""
"60","Pythagorean","394857$10.48%394.9k","39.92%","72","63","75.62%","211.2",""
"75","Milku","392484$10.41%392.5k","56.55%","-","71","79.75%","210.0",""
"47","Ghazan","379707$10.07%379.7k","37.12%","-","54","50.91%","203.1",""
"43","Drgupta","341222$9.05%341.2k","42.56%","67","57","60.15%","182.5",""
"78","Tauraheim","331064$8.78%331.1k","49.03%","73","78","68.56%","177.1",""
"27","Deyn","330559$8.77%330.6k","42.69%","70","31","41.73%","176.8",""
"21","Shamallama","249787$6.63%249.8k","33.16%","-","31","35.84%","133.6",""
"30","Lumieux","245642$6.52%245.6k","40.85%","-","48","64.54%","131.4",""
"38","Lavain","245623$6.52%245.6k","51.04%","-","47","52.45%","131.4",""
"34","Slecht","195251$5.18%195.3k","50.62%","70","41","62.16%","104.4",""
"92","Pemberstone","20786$0.55%20.8k","46.03%","-","92","14.03%","11.1",""
"86","Kirilov","19095$0.51%19.1k","38.36%","-","86","21.03%","10.2",""
"78","Bandakar","18050$0.48%18.1k","29.24%","-","77","44.76%","9.7",""
"80","Guliveris","17131$0.45%17.1k","35.01%","-","79","47.94%","9.2",""
"72","Akecheta","16385$0.43%16.4k","37.61%","-","73","46.90%","8.8",""
"88","Synergy","15690$0.42%15.7k","21.34%","-","88","9.22%","8.4",""
"82","Ultimecia","14075$0.37%14.1k","29.84%","-","79","1.69%","7.5",""
"63","Changó","13390$0.36%13.4k","31.02%","-","64","37.66%","7.2",""
"66","Flatzz","12502$0.33%12.5k","18.01%","-","66","36.33%","6.7",""
"84","Nimda","11877$0.32%11.9k","-","-","86","1.25%","6.4",""
"82","Deadstrike","11716$0.31%11.7k","50.99%","-","82","19.14%","6.3",""
"87","Seadub","11559$0.31%11.6k","16.23%","-","87","3.30%","6.2",""
"56","Dohvyk","11105$0.29%11.1k","33.96%","-","55","38.57%","5.9",""
"45","Furckinstein","8505$0.23%8.5k","56.77%","-","45","40.68%","4.5",""
"89","Kurtz","8462$0.22%8.5k","-","72","89","2.25%","4.5",""
"79","Dietolive","7762$0.21%7.8k","-","-","78","1.79%","4.2",""
"91","Ugara","7384$0.20%7.4k","-","-","91","1.39%","4.0",""
"69","Mortifier","5976$0.16%6.0k","-","-","73","1.40%","3.2",""
"96","Ishney","5466$0.15%5.5k","3.80%","-","97","1.77%","2.9",""
"95","Irisviiel","5167$0.14%5.2k","-","75","95","1.50%","2.8",""
"94","Jáx","4209$0.11%4.2k","-","71","94","0.00%","2.3",""
"88","Parisshelton","3503$0.09%3.5k","-","70","86","1.18%","1.9",""
"84","Gaunz","3457$0.09%3.5k","-","-","85","0.00%","1.8",""
"97","Melven","3050$0.08%3.1k","-","68","95","0.00%","1.6",""
"95","Urumettu","3045$0.08%3.0k","-","-","94","0.00%","1.6",""
"83","Jiero","2136$0.06%2.1k","-","74","84","0.75%","1.1",""
"78","Duhd","2106$0.06%2.1k","-","70","75","0.68%","1.1",""
