"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"54","Changó","1145728$9.66%1.15m","68","45","71.88%","362.8",""
"58","Buffymctank","1139252$9.61%1.14m","64","62","73.89%","360.8",""
"67","Akecheta","1095988$9.24%1.10m","-","60","82.20%","347.1",""
"41","Jiera","1022475$8.62%1.02m","-","56","78.23%","323.8",""
"57","Ultimecia","1001450$8.45%1.00m","72","39","66.81%","317.1",""
"64","Hoebowjoe","958399$8.08%958.4k","-","62","56.04%","303.5",""
"63","Duhd","917516$7.74%917.5k","66","73","51.44%","290.5",""
"53","Parisshelton","847620$7.15%847.6k","-","51","48.61%","268.4",""
"25","Pointed","678478$5.72%678.5k","-","71","67.54%","214.8",""
"32","Urumettu","636073$5.37%636.1k","67","31","51.70%","201.4",""
"18","Irisviiel","572628$4.83%572.6k","65","24","52.27%","181.3",""
"29","Seadub","549717$4.64%549.7k","71","21","42.16%","174.1",""
"46","Guliveris","479081$4.04%479.1k","-","45","75.01%","151.7",""
"37","Crox","364896$3.08%364.9k","-","37","61.12%","115.5",""
"23","Mortifier","321670$2.71%321.7k","-","17","69.65%","101.9",""
"-","Mad Servant","44455$0.37%44.5k","-","-","2.72%","14.1",""
"69","Pythagorean","37139$0.31%37.1k","-","68","6.50%","11.8",""
"87","Kasako","35947$0.30%35.9k","62","89","7.89%","11.4",""
"59","Wangcake","5105$0.04%5.1k","-","59","0.00%","1.6",""
"36","Eighchbar","2121$0.02%2.1k","-","37","0.00%","0.7",""
