"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"20","Hoebowjoe","1553566$4.90%1.55m","-","30","48.28%","271.2",""
"28","Flatzz","1533980$4.83%1.53m","-","28","68.93%","267.8",""
"25","Mogs","1416570$4.46%1.42m","65","39","43.89%","247.3",""
"37","Ultimecia","1404261$4.43%1.40m","-","34","63.11%","245.1",""
"21","Guki","1382051$4.36%1.38m","63","48","45.88%","241.3",""
"20","Dirtÿ","1367048$4.31%1.37m","-","36","43.95%","238.6",""
"14","Chainguin","1350294$4.25%1.35m","-","18","55.90%","235.7",""
"38","Dietolive","1340643$4.22%1.34m","-","51","61.26%","234.0",""
"24","Spicyhot","1230399$3.88%1.23m","66","32","72.12%","214.8",""
"18","Minuteman","1224200$3.86%1.22m","-","30","47.63%","213.7",""
"18","Overbit","1209435$3.81%1.21m","-","31","52.27%","211.1",""
"12","Deadstrike","1206774$3.80%1.21m","-","17","55.65%","210.7",""
"34","Jiero","1170621$3.69%1.17m","-","40","55.36%","204.4",""
"23","Valara","1158365$3.65%1.16m","-","38","43.84%","202.2",""
"19","Changó","1120000$3.53%1.12m","67","14","53.45%","195.5",""
"29","Cavander","1103482$3.48%1.10m","-","39","54.57%","192.6",""
"17","Kirilov","1101604$3.47%1.10m","-","29","48.31%","192.3",""
"17","Akecheta","1095600$3.45%1.10m","-","13","59.79%","191.3",""
"23","Mexius","962804$3.03%962.8k","-","37","52.93%","168.1",""
"10","Dankling","941338$2.97%941.3k","64","23","42.89%","164.3",""
"46","Bandakar","818605$2.58%818.6k","-","43","67.19%","142.9",""
"12","Ishney","817084$2.57%817.1k","-","12","54.05%","142.6",""
"15","Furckinstein","742832$2.34%742.8k","-","18","60.65%","129.7",""
"6","Tumblebug","705259$2.22%705.3k","-","25","37.53%","123.1",""
"24","Fossett","693855$2.19%693.9k","-","28","42.93%","121.1",""
"23","Danty","667204$2.10%667.2k","-","20","60.40%","116.5",""
"38","Crox","661377$2.08%661.4k","-","35","70.19%","115.5",""
"35","Pemberstone","621077$1.96%621.1k","-","32","53.33%","108.4",""
"24","Darunor","524041$1.65%524.0k","-","25","56.53%","91.5",""
"81","Ghazan","183382$0.58%183.4k","-","81","15.04%","32.0",""
"83","Gonz","107530$0.34%107.5k","67","84","1.63%","18.8",""
"84","Pythagorean","82536$0.26%82.5k","-","84","3.10%","14.4",""
"91","Tazdink","51592$0.16%51.6k","-","91","2.45%","9.0",""
"37","Dohvyk","49612$0.16%49.6k","59","79","3.18%","8.7",""
"71","Necrohealya","40545$0.13%40.5k","-","71","2.86%","7.1",""
"87","Enders","23980$0.08%24.0k","67","89","1.01%","4.2",""
"81","Deyn","22806$0.07%22.8k","-","82","1.36%","4.0",""
"64","Slecht","21030$0.07%21.0k","64","69","2.22%","3.7",""
"71","Milku","20297$0.06%20.3k","-","70","1.11%","3.5",""
"50","Eighchbar","4739$0.01%4.7k","66","52","0.75%","0.8",""
"85","Wangcake","2251$0.01%2.3k","-","85","0.51%","0.4",""
