"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","924718$17.51%924.7k","51.87%","-","73.85%","320.9",""
"Pemberstone","482046$9.13%482.0k","51.05%","-","42.74%","167.3",""
"Guliveris","472891$8.95%472.9k","42.51%","-","45.91%","164.1",""
"Crox","292676$5.54%292.7k","52.15%","-","33.68%","101.6",""
"Danty","238458$4.51%238.5k","29.04%","-","26.78%","82.8",""
"Changó","233043$4.41%233.0k","27.39%","67","28.72%","80.9",""
"Furckinstein","218796$4.14%218.8k","12.14%","67","27.12%","75.9",""
"Akecheta","201830$3.82%201.8k","7.30%","-","23.45%","70.0",""
"Buffymctank","191539$3.63%191.5k","10.48%","-","22.23%","66.5",""
"Dïrty","178012$3.37%178.0k","6.75%","53","18.90%","61.8",""
"Dohvyk","171803$3.25%171.8k","14.50%","-","18.41%","59.6",""
"Deadstrike","145273$2.75%145.3k","7.42%","-","21.25%","50.4",""
"Stankdik","117892$2.23%117.9k","6.36%","67","16.83%","40.9",""
"Seadub","102204$1.93%102.2k","4.61%","69","8.16%","35.5",""
"Dietolive","102000$1.93%102.0k","6.53%","70","5.79%","35.4",""
"Wangcake","77232$1.46%77.2k","9.72%","70","3.77%","26.8",""
"Milku","76864$1.46%76.9k","8.28%","-","4.81%","26.7",""
"Pythagorean","62817$1.19%62.8k","5.89%","70","2.62%","21.8",""
"Vannawight","62578$1.18%62.6k","5.77%","65","3.30%","21.7",""
"Duhd","61724$1.17%61.7k","4.99%","-","2.82%","21.4",""
"Jáx","61094$1.16%61.1k","11.26%","-","4.83%","21.2",""
"Slecht","59703$1.13%59.7k","12.25%","69","2.24%","20.7",""
"Irisviiel","58280$1.10%58.3k","10.84%","68","2.91%","20.2",""
"Tauraheim","57935$1.10%57.9k","7.73%","68","2.29%","20.1",""
"Eighchbar","56465$1.07%56.5k","6.12%","-","2.92%","19.6",""
"Ratshot","56026$1.06%56.0k","2.80%","63","1.87%","19.4",""
"Parisshelton","53717$1.02%53.7k","15.04%","69","1.78%","18.6",""
"Grimtide","51216$0.97%51.2k","8.95%","-","1.53%","17.8",""
"Ghazan","50783$0.96%50.8k","10.79%","-","3.08%","17.6",""
"Ishney","49720$0.94%49.7k","14.83%","73","2.33%","17.3",""
"Shelton","48742$0.92%48.7k","7.45%","68","1.70%","16.9",""
"Tumblebug","48633$0.92%48.6k","11.74%","-","1.68%","16.9",""
"Valayra","48119$0.91%48.1k","5.75%","-","2.41%","16.7",""
"Cubensis","46119$0.87%46.1k","7.91%","66","1.14%","16.0",""
"Dayn","43892$0.83%43.9k","5.60%","64","1.57%","15.2",""
"Hoebowjoe","43046$0.81%43.0k","6.07%","69","0.64%","14.9",""
"Marrco","34317$0.65%34.3k","13.47%","67","1.12%","11.9",""
