"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"66","Parisshelton","943759$5.33%943.8k","72","55","58.28%","368.5",""
"48","Akecheta","930105$5.25%930.1k","-","45","76.42%","363.2",""
"38","Nimda","882951$4.99%883.0k","69","42","67.09%","344.7",""
"45","Dohvyk","872676$4.93%872.7k","-","43","74.96%","340.7",""
"46","Deadstrike","851500$4.81%851.5k","-","45","72.48%","332.5",""
"40","Synergy","808123$4.56%808.1k","-","39","66.66%","315.5",""
"39","Furckinstein","795005$4.49%795.0k","-","29","67.26%","310.4",""
"51","Changó","784559$4.43%784.6k","-","48","71.19%","306.3",""
"33","Rexwalters","779186$4.40%779.2k","-","51","79.00%","304.2",""
"34","Lexzie","760818$4.30%760.8k","63","57","70.52%","297.1",""
"29","Pointed","733637$4.14%733.6k","-","34","63.03%","286.4",""
"37","Kirilov","727631$4.11%727.6k","74","27","60.68%","284.1",""
"54","Urumettu","722906$4.08%722.9k","72","49","62.93%","282.3",""
"51","Irisviiel","634363$3.58%634.4k","-","37","57.06%","247.7",""
"34","Jáx","613587$3.47%613.6k","72","36","51.97%","239.6",""
"53","Kurtz","610792$3.45%610.8k","-","41","51.72%","238.5",""
"28","Gaunz","595404$3.36%595.4k","71","22","49.86%","232.5",""
"37","Flatzz","575084$3.25%575.1k","-","38","70.68%","224.5",""
"20","Giacco","558613$3.16%558.6k","-","25","64.21%","218.1",""
"37","Hbar","549079$3.10%549.1k","-","53","66.82%","214.4",""
"57","Guliveris","543858$3.07%543.9k","-","53","76.42%","212.3",""
"20","Melven","497634$2.81%497.6k","68","31","50.01%","194.3",""
"27","Ishney","494608$2.79%494.6k","-","17","49.10%","193.1",""
"67","Pemberstone","491634$2.78%491.6k","-","57","80.90%","192.0",""
"17","Ugara","399842$2.26%399.8k","71","16","55.83%","156.1",""
"26","Mortifier","327870$1.85%327.9k","-","30","69.53%","128.0",""
"67","Ghazan","96073$0.54%96.1k","-","65","12.61%","37.5",""
"8","Gnarlsbarkly","43139$0.24%43.1k","-","-","7.42%","16.8",""
"95","Pythagorean","26174$0.15%26.2k","74","95","6.82%","10.2",""
"76","Shamallama","23765$0.13%23.8k","70","76","3.26%","9.3",""
"97","Slecht","9729$0.05%9.7k","70","97","2.83%","3.8",""
"-","Drgupta","4909$0.03%4.9k","68","-","0.00%","1.9",""
"95","Cubensis","4499$0.03%4.5k","66","95","0.00%","1.8",""
"98","Milku","3405$0.02%3.4k","-","98","2.28%","1.3",""
"-","Necrohealya","2441$0.01%2.4k","71","-","0.00%","1.0",""
"-","Wangcake","2254$0.01%2.3k","74","-","0.00%","0.9",""
"95","Tauraheim","1918$0.01%1.9k","-","95","0.93%","0.7",""
