"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"91","Funk","91743$6.30%91.7k","60","96","64.71%","310.7",""
"66","Jiero","79267$5.44%79.3k","67","49","82.50%","268.5",""
"82","Valara","78228$5.37%78.2k","63","80","67.21%","265.0",""
"50","Grimseeker","71325$4.90%71.3k","64","62","77.29%","241.6",""
"73","Melven","67191$4.61%67.2k","61","81","56.30%","227.6",""
"54","Hoebowjoe","60056$4.12%60.1k","63","48","65.18%","203.4",""
"75","Changó","57591$3.95%57.6k","65","70","55.49%","195.1",""
"60","Ultimecia","57529$3.95%57.5k","64","54","56.63%","194.8",""
"67","Trike","53374$3.66%53.4k","63","61","62.67%","180.8",""
"46","Kirilov","52803$3.62%52.8k","65","38","56.11%","178.8",""
"64","Muhhgi","51006$3.50%51.0k","61","68","62.42%","172.8",""
"46","Overbit","50616$3.47%50.6k","61","71","59.99%","171.4",""
"36","Cavander","50452$3.46%50.5k","62","38","40.47%","170.9",""
"40","Malores","49812$3.42%49.8k","58","63","60.29%","168.7",""
"37","Deadstrike","49400$3.39%49.4k","62","54","72.02%","167.3",""
"39","Minuteman","47358$3.25%47.4k","61","64","53.69%","160.4",""
"49","Claudiu","47343$3.25%47.3k","62","50","41.80%","160.3",""
"36","Fossett","45407$3.12%45.4k","64","28","45.27%","153.8",""
"30","Chingu","43455$2.98%43.5k","-","69","51.34%","147.2",""
"24","Trii","39908$2.74%39.9k","65","17","52.56%","135.2",""
"50","Akecheta","39848$2.74%39.8k","64","44","55.22%","135.0",""
"50","Flatzz","39117$2.68%39.1k","63","43","48.77%","132.5",""
"31","Bandakar","35489$2.44%35.5k","-","28","74.17%","120.2",""
"14","Chainguin","32031$2.20%32.0k","64","13","56.24%","108.5",""
"35","Impervious","30797$2.11%30.8k","-","32","37.97%","104.3",""
"32","Danty","27803$1.91%27.8k","61","34","48.37%","94.2",""
"14","Darunor","23921$1.64%23.9k","60","15","58.43%","81.0",""
"27","Mementomory","23787$1.63%23.8k","56","23","46.72%","80.6",""
"30","Crox","23737$1.63%23.7k","-","34","54.02%","80.4",""
"15","Furckinstein","19726$1.35%19.7k","63","12","62.60%","66.8",""
"2","Dankling","7138$0.49%7.1k","57","4","6.89%","24.2",""
"92","Phugoid","4989$0.34%5.0k","65","91","22.22%","16.9",""
"66","Gonz","3109$0.21%3.1k","65","61","1.54%","10.5",""
"80","Nakur","1258$0.09%1.3k","64","79","8.12%","4.3",""
"-","Pythagorean","349$0.02%349.0","62","-","4.19%","1.2",""
