"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"47","Drgupta","519020$11.42%519.0k","40.94%","70","49","51.48%","204.7",""
"57","Wangcake","493144$10.85%493.1k","43.11%","74","48","75.18%","194.5",""
"57","Milku","438995$9.66%439.0k","55.06%","-","45","70.40%","173.1",""
"52","Eighchbar","417729$9.19%417.7k","39.64%","71","49","66.20%","164.7",""
"47","Lumieux","417272$9.18%417.3k","42.58%","71","46","68.96%","164.6",""
"65","Tauraheim","390887$8.60%390.9k","55.65%","-","57","65.76%","154.1",""
"48","Ghazan","372836$8.21%372.8k","44.26%","73","41","39.13%","147.0",""
"49","Pythagorean","344471$7.58%344.5k","31.85%","75","38","41.01%","135.8",""
"24","Shamallama","287198$6.32%287.2k","31.81%","-","22","27.77%","113.3",""
"23","Nanahanapan","264766$5.83%264.8k","44.08%","62","42","53.64%","104.4",""
"21","Necrohealya","207649$4.57%207.6k","51.49%","75","14","44.01%","81.9",""
"18","Slecht","180548$3.97%180.5k","56.43%","71","15","54.81%","71.2",""
"62","Flatzz","20702$0.46%20.7k","31.33%","-","60","48.46%","8.2",""
"68","Dohvyk","18702$0.41%18.7k","43.52%","-","65","55.56%","7.4",""
"90","Pemberstone","18364$0.40%18.4k","45.08%","-","91","6.94%","7.2",""
"79","Synergy","15696$0.35%15.7k","26.53%","75","78","6.87%","6.2",""
"72","Bandakar","15076$0.33%15.1k","36.15%","-","72","40.48%","5.9",""
"63","Akecheta","14799$0.33%14.8k","49.39%","-","60","61.41%","5.8",""
"59","Guliveris","14424$0.32%14.4k","41.89%","-","62","44.57%","5.7",""
"99","Dieto","13749$0.30%13.7k","23.00%","-","99*","0.98%","5.4",""
"45","Renke","13525$0.30%13.5k","48.54%","64","47","43.27%","5.3",""
"82","Olom","12235$0.27%12.2k","25.01%","-","83","0.59%","4.8",""
"77","Nimda","10417$0.23%10.4k","26.21%","69","79","4.89%","4.1",""
"72","Ultimecia","9804$0.22%9.8k","53.30%","-","71","0.00%","3.9",""
"76","Gaunz","7546$0.17%7.5k","-","73","75","0.00%","3.0",""
"87","Sepitus","6844$0.15%6.8k","-","66","84","1.16%","2.7",""
"70","Mortifier","4503$0.10%4.5k","2.02%","-","72","0.00%","1.8",""
"66","Accessdenied","3698$0.08%3.7k","46.74%","72","66","1.61%","1.5",""
"95","Urumettu","3678$0.08%3.7k","-","74","95","0.00%","1.5",""
"81","Deadstrike","2579$0.06%2.6k","-","74","81","0.00%","1.0",""
"63","Muja","1650$0.04%1.7k","-","-","62","0.00%","0.7",""
"73","Melow","630$0.01%630.0","69.81%","68","75","0.00%","0.2",""
