"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","601694$14.27%601.7k","58.61%","-","56.30%","253.5",""
"Bandakar","454141$10.77%454.1k","54.58%","-","44.49%","191.3",""
"Guliveris","390738$9.27%390.7k","47.85%","-","38.32%","164.6",""
"Pemberstone","350147$8.30%350.1k","43.52%","-","30.30%","147.5",""
"Furckinstein","171428$4.07%171.4k","20.11%","-","25.23%","72.2",""
"Dohvyk","149697$3.55%149.7k","19.84%","-","21.35%","63.1",""
"Akecheta","139563$3.31%139.6k","18.59%","-","26.39%","58.8",""
"Decimous","132116$3.13%132.1k","13.78%","-","21.06%","55.7",""
"Changó","112790$2.67%112.8k","16.38%","-","14.90%","47.5",""
"Dïrty","106991$2.54%107.0k","15.27%","63","16.66%","45.1",""
"Razorgore the Untamed","102271$2.43%102.3k","-","-","1.93%","43.1",""
"Jiero","88871$2.11%88.9k","23.30%","-","16.46%","37.4",""
"Hoebowjoe","82902$1.97%82.9k","17.52%","-","13.37%","34.9",""
"Deadstrike","79842$1.89%79.8k","14.54%","-","11.96%","33.6",""
"Stankdik","78605$1.86%78.6k","10.33%","-","13.34%","33.1",""
"Jáx","69426$1.65%69.4k","11.40%","-","13.26%","29.2",""
"Joepesci","69411$1.65%69.4k","9.87%","64","13.78%","29.2",""
"Synergy","67966$1.61%68.0k","8.72%","-","10.44%","28.6",""
"Ghazan","65179$1.55%65.2k","15.71%","-","8.32%","27.5",""
"Kirilov","62300$1.48%62.3k","16.89%","-","11.48%","26.2",""
"Parisshelton","59555$1.41%59.6k","11.02%","-","9.28%","25.1",""
"Gaunz","55028$1.31%55.0k","9.91%","-","8.90%","23.2",""
"Ultimecia","53901$1.28%53.9k","10.11%","-","8.07%","22.7",""
"Dietolive","53311$1.26%53.3k","3.37%","70","10.37%","22.5",""
"Fossett","52305$1.24%52.3k","11.43%","-","10.37%","22.0",""
"Deyn","49558$1.18%49.6k","21.40%","70","6.32%","20.9",""
"Duhd","43336$1.03%43.3k","8.46%","-","7.89%","18.3",""
"Tauraheim","43116$1.02%43.1k","11.64%","69","8.27%","18.2",""
"Tumblebug","42452$1.01%42.5k","14.22%","-","8.16%","17.9",""
"Tazdink","42098$1.00%42.1k","15.20%","-","6.07%","17.7",""
"Slecht","38406$0.91%38.4k","13.06%","69","5.46%","16.2",""
"Urumettu","37849$0.90%37.8k","21.53%","-","8.14%","15.9",""
"Yunghelga","37111$0.88%37.1k","18.21%","69","7.18%","15.6",""
"Necrohealya","35154$0.83%35.2k","10.60%","70","4.84%","14.8",""
"Wangcake","33245$0.79%33.2k","9.93%","71","5.51%","14.0",""
"Irisviiel","31181$0.74%31.2k","14.65%","-","7.62%","13.1",""
"Ishney","29135$0.69%29.1k","20.70%","73","6.23%","12.3",""
"Pythagorean","28627$0.68%28.6k","10.44%","-","5.30%","12.1",""
"Milku","27845$0.66%27.8k","19.97%","-","6.64%","11.7",""
"Eighchbar","24890$0.59%24.9k","13.11%","-","4.63%","10.5",""
"Shelton","22484$0.53%22.5k","19.15%","69","4.94%","9.5",""
