"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"62","Wangcake","583716$25.77%583.7k","33.79%","74","50","67.70%","241.2",""
"27","Shamallama","397040$17.53%397.0k","23.18%","67","34","42.25%","164.1",""
"41","Necrohealya","388980$17.17%389.0k","42.84%","70","42","60.50%","160.8",""
"30","Notz","318106$14.04%318.1k","49.99%","-","40","54.87%","131.5",""
"-","Lieutenant General Andorov","282426$12.47%282.4k","66.79%","-","-","18.87%","116.7",""
"26","Blazedtotem","219023$9.67%219.0k","41.24%","65","32","29.39%","90.5",""
"73","Guliveris","19534$0.86%19.5k","37.64%","-","72","45.88%","8.1",""
"65","Bandakar","16419$0.72%16.4k","29.92%","-","65","47.26%","6.8",""
"75","Dohvyk","14814$0.65%14.8k","46.18%","-","73","46.78%","6.1",""
"47","Furckinstein","9152$0.40%9.2k","45.06%","71","44","33.57%","3.8",""
"81","Gaunz","6760$0.30%6.8k","14.32%","71","81","0.78%","2.8",""
"83","Hbar","3235$0.14%3.2k","4.49%","-","82","0.99%","1.3",""
"-","Joeexotix","3208$0.14%3.2k","-","71","-","0.00%","1.3",""
"-","Irisviiel","1237$0.05%1.2k","-","74","-","0.00%","0.5",""
"98","Audient","750$0.03%750.0","-","64","99","0.00%","0.3",""
"-","Rohni","636$0.03%636.0","50.00%","-","-","0.00%","0.3",""
"-","Kurtz","250$0.01%250.0","-","-","-","0.00%","0.1",""
