"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"59","Enders","750827$9.63%750.8k","29.63%","-","67","63.19%","194.4",""
"52","Pythagorean","690192$8.86%690.2k","35.75%","-","66","54.00%","178.7",""
"31","Deyn","596750$7.66%596.8k","34.21%","64","45","42.33%","154.5",""
"39","Phugoid","572768$7.35%572.8k","37.96%","-","45","48.98%","148.3",""
"36","Milku","514324$6.60%514.3k","42.78%","68","39","76.76%","133.1",""
"24","Ghazan","462394$5.93%462.4k","33.28%","-","32","39.79%","119.7",""
"46","Shamallama","448079$5.75%448.1k","27.36%","-","57","28.95%","116.0",""
"30","Eighchbar","424585$5.45%424.6k","33.74%","-","58","54.47%","109.9",""
"14","Takanu","415768$5.33%415.8k","38.31%","-","22","40.91%","107.6",""
"22","Gonz","413626$5.31%413.6k","28.10%","-","28","32.49%","107.1",""
"27","Slecht","396456$5.09%396.5k","40.29%","57","58","68.13%","102.6",""
"15","Tazdink","380101$4.88%380.1k","23.68%","-","21","38.82%","98.4",""
"34","Ryndir","378822$4.86%378.8k","32.12%","65","41","38.15%","98.1",""
"14","Necrohealya","369721$4.74%369.7k","47.49%","67","17","44.08%","95.7",""
"76","Hoebowjoe","103926$1.33%103.9k","1.64%","-","78","20.91%","26.9",""
"79","Mogs","101845$1.31%101.8k","2.17%","-","82","17.02%","26.4",""
"65","Lachupacabra","85304$1.09%85.3k","-","-","73","14.49%","22.1",""
"49","Fossett","55028$0.71%55.0k","8.65%","-","53","5.10%","14.2",""
"52","Dirtypantiz","51117$0.66%51.1k","1.48%","-","60","7.10%","13.2",""
"45","Valara","50531$0.65%50.5k","2.59%","-","52","11.08%","13.1",""
"49","Claudiu","48188$0.62%48.2k","3.97%","-","54","6.95%","12.5",""
"81","Impervious","47061$0.60%47.1k","16.82%","-","78","33.22%","12.2",""
"67","Ultimecia","38110$0.49%38.1k","9.88%","-","70","12.86%","9.9",""
"70","Flatzz","36198$0.46%36.2k","5.66%","-","68","29.32%","9.4",""
"43","Akecheta","30873$0.40%30.9k","16.51%","-","41","30.45%","8.0",""
"84","Ishney","27988$0.36%28.0k","5.60%","-","85","3.02%","7.2",""
"76","Chingu","27618$0.35%27.6k","20.94%","62","74","2.28%","7.1",""
"47","Muhhgi","26452$0.34%26.5k","21.75%","-","45","32.44%","6.8",""
"85","Jiero","25550$0.33%25.6k","12.94%","-","85","2.57%","6.6",""
"47","Changó","25493$0.33%25.5k","26.55%","-","45","29.12%","6.6",""
"76","Slybanana","25051$0.32%25.1k","5.54%","61","75","3.52%","6.5",""
"66","Bandakar","24527$0.31%24.5k","27.08%","-","66","25.18%","6.3",""
"64","Deadstrike","23813$0.31%23.8k","20.95%","64","64","4.28%","6.2",""
"70","Kirilov","23278$0.30%23.3k","19.29%","-","69","5.56%","6.0",""
"68","Danty","19780$0.25%19.8k","9.76%","-","68","2.02%","5.1",""
"66","Trii","19208$0.25%19.2k","15.67%","67","67","2.78%","5.0",""
"80","Minuteman","18806$0.24%18.8k","2.17%","63","78","1.91%","4.9",""
"61","Crox","17850$0.23%17.9k","14.75%","-","61","2.10%","4.6",""
"73","Dankling","15532$0.20%15.5k","15.19%","61","75","1.61%","4.0",""
"55","Cavander","9891$0.13%9.9k","6.23%","65","60","0.00%","2.6",""
