"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"50","Duhd","2054790$5.76%2.05m","-","51","61.88%","460.4",""
"58","Akecheta","1742222$4.88%1.74m","-","57","72.14%","390.3",""
"40","Nimda","1741437$4.88%1.74m","-","50","56.96%","390.1",""
"38","Parisshelton","1734738$4.86%1.73m","-","40","60.21%","388.6",""
"48","Stankdik","1697523$4.76%1.70m","-","47","62.71%","380.3",""
"42","Seraf","1694490$4.75%1.69m","73","47","64.81%","379.6",""
"58","Idunrunnin","1659593$4.65%1.66m","-","63","57.71%","371.8",""
"30","Dohvyk","1493411$4.18%1.49m","-","30","68.45%","334.6",""
"42","Melven","1470710$4.12%1.47m","75","43","57.05%","329.5",""
"47","Jiero","1425760$3.99%1.43m","-","50","68.88%","319.4",""
"34","Ultimecia","1373587$3.85%1.37m","-","31","48.44%","307.7",""
"35","Gaunz","1291417$3.62%1.29m","74","34","50.42%","289.3",""
"37","Dietolive","1265348$3.54%1.27m","-","40","44.37%","283.5",""
"28","Hercalees","1218131$3.41%1.22m","71","26","57.96%","272.9",""
"17","Deadstrike","1213868$3.40%1.21m","77","16","58.79%","272.0",""
"20","Decimous","1184995$3.32%1.18m","-","22","64.78%","265.5",""
"35","Irisviiel","1184192$3.32%1.18m","76","31","61.13%","265.3",""
"34","Synergy","1160742$3.25%1.16m","76","34","47.37%","260.0",""
"28","Urumettu","1157373$3.24%1.16m","74","29","60.12%","259.3",""
"24","Renke","1112298$3.12%1.11m","-","25","61.24%","249.2",""
"34","Furckinstein","1015082$2.84%1.02m","-","34","55.20%","227.4",""
"18","Ishney","980809$2.75%980.8k","-","17","55.16%","219.7",""
"23","Olom","975756$2.73%975.8k","-","25","40.91%","218.6",""
"68","Guliveris","887461$2.49%887.5k","-","70","67.89%","198.8",""
"13","Thoominn","750835$2.10%750.8k","-","22","50.37%","168.2",""
"56","Pemberstone","741058$2.08%741.1k","-","56","57.80%","166.0",""
"63","Bandakar","719889$2.02%719.9k","-","63","51.66%","161.3",""
"21","Mortifier","568374$1.59%568.4k","-","23","53.94%","127.3",""
"92","Pythagorean","55811$0.16%55.8k","-","92","2.82%","12.5",""
"95","Ghazan","46574$0.13%46.6k","73","95","2.73%","10.4",""
"86","Shamallama","33629$0.09%33.6k","72","87","2.63%","7.5",""
"90","Wangcake","16433$0.05%16.4k","-","91","0.00%","3.7",""
"63","Drgupta","10092$0.03%10.1k","72","64","0.00%","2.3",""
"94","Slecht","6136$0.02%6.1k","71","93","0.68%","1.4",""
"95","Milku","5387$0.02%5.4k","74","95","0.00%","1.2",""
"82","Deyn","2307$0.01%2.3k","-","82","0.00%","0.5",""
"-","Tauraheim","1110$0.00%1.1k","76","-","0.00%","0.2",""
"-","Eighchbar","578$0.00%578.0","71","-","0.00%","0.1",""
"-","Unsullied","247$0.00%247.0","26","-","0.00%","0.1",""
"99","Lumieux","51$0.00%51.0","-","99","0.00%","0.0",""
"-","Johnnyxo","8$0.00%8.0","67","-","0.00%","0.0",""
