"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"80","Eighchbar","700474$10.73%700.5k","39.75%","-","80","81.99%","202.1",""
"64","Deyn","687966$10.54%688.0k","30.86%","-","62","45.42%","198.5",""
"69","Wangcake","676346$10.36%676.3k","40.85%","-","69","80.77%","195.2",""
"66","Enders","636778$9.76%636.8k","38.52%","-","68","63.72%","183.8",""
"62","Pythagorean","620234$9.50%620.2k","36.44%","-","63","59.76%","179.0",""
"61","Yunghelga","613600$9.40%613.6k","17.77%","-","76","42.45%","177.1",""
"57","Shelton","543358$8.32%543.4k","33.49%","66","69","71.99%","156.8",""
"59","Milku","485712$7.44%485.7k","50.50%","-","58","66.33%","140.2",""
"44","Slecht","434183$6.65%434.2k","47.75%","67","52","70.86%","125.3",""
"43","Tauraheim","394800$6.05%394.8k","52.72%","-","61","65.71%","113.9",""
"46","Ghazan","274593$4.21%274.6k","23.34%","-","43","21.42%","79.2",""
"95","Hoebowjoe","53156$0.81%53.2k","1.46%","-","95","6.78%","15.3",""
"93","Jáx","40562$0.62%40.6k","-","-","93","5.55%","11.7",""
"76","Bandakar","35892$0.55%35.9k","31.06%","-","77","52.56%","10.4",""
"59","Fossett","34520$0.53%34.5k","9.14%","-","59","2.49%","10.0",""
"80","Smitty","29483$0.45%29.5k","0.84%","67","80","3.31%","8.5",""
"74","Pemberstone","24767$0.38%24.8k","44.17%","-","74","8.65%","7.1",""
"84","Ultimecia","24344$0.37%24.3k","36.08%","-","83","2.04%","7.0",""
"74","Akecheta","23043$0.35%23.0k","43.17%","-","72","56.38%","6.6",""
"69","Valara","19554$0.30%19.6k","-","-","70","2.79%","5.6",""
"62","Changó","19545$0.30%19.5k","47.53%","-","61","48.64%","5.6",""
"53","Danty","18408$0.28%18.4k","50.24%","-","51","41.47%","5.3",""
"59","Guliveris","17420$0.27%17.4k","44.76%","-","58","38.98%","5.0",""
"50","Dohvyk","15635$0.24%15.6k","49.38%","-","48","53.97%","4.5",""
"72","Dietolive","14515$0.22%14.5k","5.50%","-","71","0.61%","4.2",""
"91","Jiero","11918$0.18%11.9k","-","-","92","1.34%","3.4",""
"69","Stankdik","11369$0.17%11.4k","27.41%","67","71","3.12%","3.3",""
"63","Crox","9797$0.15%9.8k","38.78%","-","65","0.98%","2.8",""
"76","Kirilov","9015$0.14%9.0k","40.64%","-","77","5.45%","2.6",""
"76","Marrco","7591$0.12%7.6k","14.72%","-","77","1.04%","2.2",""
"71","Gaunz","7510$0.12%7.5k","-","-","73","0.00%","2.2",""
"67","Seadub","6731$0.10%6.7k","70.89%","-","67","1.61%","1.9",""
"39","Parisshelton","5960$0.09%6.0k","-","-","39","0.82%","1.7",""
"76","Irisviiel","4363$0.07%4.4k","32.04%","-","82","0.93%","1.3",""
"72","Furckinstein","4326$0.07%4.3k","25.49%","-","72","1.40%","1.2",""
"63","Deadstrike","2997$0.05%3.0k","66.22%","-","66","3.89%","0.9",""
"77","Ishney","2594$0.04%2.6k","30.83%","-","76","0.00%","0.7",""
"74","Ratshot","2147$0.03%2.1k","-","61","84","0.00%","0.6",""
"35","Dankling","1500$0.02%1.5k","50.00%","-","33","0.00%","0.4",""
"16","Buffymctank","330$0.01%330.0","-","64","17","0.00%","0.1",""
"2","Dirtÿ","215$0.00%215.0","-","-","1","0.00%","0.1",""
"-","Terylseven","180$0.00%180.0","-","47","-","0.00%","0.1",""
