"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"73","Deyn","569057$12.41%569.1k","31.05%","70","79","53.22%","230.3",""
"71","Eighchbar","505956$11.03%506.0k","34.30%","-","75","77.86%","204.8",""
"61","Pythagorean","503156$10.97%503.2k","27.02%","-","65","57.95%","203.6",""
"74","Milku","494590$10.78%494.6k","44.16%","73","71","83.52%","200.2",""
"51","Wangcake","482475$10.52%482.5k","39.61%","-","52","77.16%","195.3",""
"40","Drgupta","423581$9.24%423.6k","32.85%","65","64","64.64%","171.4",""
"68","Slecht","380410$8.30%380.4k","42.46%","70","73","70.53%","154.0",""
"31","Apocryfy","342036$7.46%342.0k","29.17%","64","55","55.90%","138.4",""
"39","Ghazan","334477$7.29%334.5k","26.52%","-","40","40.76%","135.4",""
"37","Enders","267129$5.82%267.1k","34.44%","72","37","32.61%","108.1",""
"82","Bandakar","24496$0.53%24.5k","27.83%","-","84","57.73%","9.9",""
"74","Jáx","20987$0.46%21.0k","-","-","73","4.01%","8.5",""
"71","Akecheta","20366$0.44%20.4k","43.49%","-","69","68.42%","8.2",""
"71","Dohvyk","19720$0.43%19.7k","42.12%","-","68","68.53%","8.0",""
"76","Guliveris","18280$0.40%18.3k","39.17%","-","77","48.65%","7.4",""
"74","Pemberstone","18065$0.39%18.1k","38.74%","-","74","9.01%","7.3",""
"86","Dryrun","17952$0.39%18.0k","-","-","85","4.07%","7.3",""
"84","Finnagetit","17730$0.39%17.7k","2.71%","49","-","3.40%","7.2",""
"88","Parisshelton","15650$0.34%15.7k","-","-","88","4.22%","6.3",""
"70","Changó","13449$0.29%13.4k","44.79%","-","69","48.22%","5.4",""
"74","Synergy","11743$0.26%11.7k","21.61%","-","73","3.69%","4.8",""
"70","Kurtz","11500$0.25%11.5k","-","72","70","1.93%","4.7",""
"75","Ultimecia","10782$0.24%10.8k","38.92%","-","73","0.00%","4.4",""
"48","Jiera","10176$0.22%10.2k","38.66%","-","49","45.80%","4.1",""
"41","Dïrty","7214$0.16%7.2k","53.18%","63","44","36.14%","2.9",""
"78","Kirilov","7146$0.16%7.1k","65.07%","-","75","16.70%","2.9",""
"64","Stankdik","6337$0.14%6.3k","26.39%","-","62","2.42%","2.6",""
"71","Furkinstine","4588$0.10%4.6k","-","65","70","0.00%","1.9",""
"67","Pointed","3965$0.09%4.0k","41.31%","-","66","1.85%","1.6",""
"84","Gaunz","3440$0.08%3.4k","-","-","83","0.00%","1.4",""
"85","Irisviiel","3248$0.07%3.2k","13.39%","-","86","0.53%","1.3",""
"68","Deadstrike","3048$0.07%3.0k","41.93%","-","69","1.59%","1.2",""
"70","Seadub","2613$0.06%2.6k","64.73%","-","71","0.00%","1.1",""
"27","Buppybimbus","2299$0.05%2.3k","60.68%","-","43","12.70%","0.9",""
"78","Urumettu","1887$0.04%1.9k","5.65%","-","79","0.00%","0.8",""
"62","Joepesci","1794$0.04%1.8k","55.42%","66","61","1.22%","0.7",""
"23","Melven","1711$0.04%1.7k","-","62","31","0.00%","0.7",""
"66","Ishney","1500$0.03%1.5k","25.00%","-","69","0.00%","0.6",""
"15","Duhd","920$0.02%920.0","-","-","15","0.00%","0.4",""
"-","Ugara","523$0.01%523.0","-","-","-","0.00%","0.2",""
