"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"48","Wangcake","1305127$8.98%1.31m","38.83%","74","47","63.46%","178.0",""
"81","Eighchbar","1270770$8.75%1.27m","38.48%","71","85","66.26%","173.3",""
"47","Pythagorean","1248293$8.59%1.25m","34.83%","-","44","56.96%","170.2",""
"45","Deyn","1236847$8.51%1.24m","40.56%","-","50","42.79%","168.7",""
"74","Tauraheim","1220678$8.40%1.22m","47.62%","73","74","72.72%","166.5",""
"65","Milku","1185770$8.16%1.19m","51.76%","-","61","70.02%","161.7",""
"49","Drgupta","1141382$7.86%1.14m","39.63%","70","59","53.41%","155.6",""
"36","Lumieux","1082994$7.45%1.08m","38.72%","-","46","62.67%","147.7",""
"44","Shamallama","1062345$7.31%1.06m","28.74%","-","51","40.54%","144.9",""
"26","Necrohealya","930295$6.40%930.3k","41.55%","-","23","60.18%","126.9",""
"43","Ghazan","900178$6.20%900.2k","35.55%","-","43","31.91%","122.8",""
"38","Slecht","755963$5.20%756.0k","43.18%","71","44","55.92%","103.1",""
"86","Ultimecia","101813$0.70%101.8k","12.63%","-","87","2.76%","13.9",""
"84","Guliveris","76265$0.52%76.3k","27.52%","-","85","40.99%","10.4",""
"83","Pemberstone","72637$0.50%72.6k","35.46%","-","86","7.43%","9.9",""
"82","Dietolive","65316$0.45%65.3k","11.75%","-","81","1.64%","8.9",""
"85","Gaunz","64678$0.45%64.7k","1.52%","-","83","2.47%","8.8",""
"70","Dohvyk","62945$0.43%62.9k","35.09%","-","70","43.66%","8.6",""
"71","Flatzz","60960$0.42%61.0k","25.45%","-","71","39.82%","8.3",""
"83","Nimda","57782$0.40%57.8k","15.52%","-","83","3.06%","7.9",""
"68","Bandakar","55423$0.38%55.4k","29.88%","-","68","37.95%","7.6",""
"80","Synergy","51356$0.35%51.4k","25.29%","-","80","4.80%","7.0",""
"60","Furckinstein","49760$0.34%49.8k","42.62%","-","59","40.33%","6.8",""
"55","Zugshirt","45331$0.31%45.3k","10.42%","-","51","1.07%","6.2",""
"69","Olom","42282$0.29%42.3k","13.76%","-","66","0.97%","5.8",""
"54","Akecheta","41193$0.28%41.2k","47.89%","-","54","47.93%","5.6",""
"39","Renke","31479$0.22%31.5k","47.61%","-","45","27.63%","4.3",""
"69","Accessdenied","29796$0.21%29.8k","26.38%","70","70","2.38%","4.1",""
"81","Muja","27984$0.19%28.0k","2.55%","73","81","0.78%","3.8",""
"72","Decimous","27617$0.19%27.6k","13.53%","69","72","6.90%","3.8",""
"88","Irisviiel","27320$0.19%27.3k","-","-","85","1.04%","3.7",""
"46","Garglegop","25994$0.18%26.0k","43.80%","-","46","23.51%","3.5",""
"74","Deadstrike","24217$0.17%24.2k","1.02%","-","76","0.00%","3.3",""
"74","Sepitus","23985$0.17%24.0k","-","-","75","0.51%","3.3",""
"62","Mortifier","23384$0.16%23.4k","0.32%","-","64","0.00%","3.2",""
"82","Duhd","23078$0.16%23.1k","-","-","81","0.54%","3.1",""
"80","Parisshelton","22440$0.15%22.4k","-","73","80","0.00%","3.1",""
"81","Ishney","22038$0.15%22.0k","-","-","80","0.62%","3.0",""
"83","Melven","16109$0.11%16.1k","1.17%","-","80","0.00%","2.2",""
"94","Kurtz","13795$0.09%13.8k","-","-","94","0.00%","1.9",""
"77","Urumettu","2347$0.02%2.3k","24.22%","74","78","0.00%","0.3",""
