"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1813177$10.97%1.81m","61.53%","-","57.52%","406.2",""
"Pemberstone","1508218$9.12%1.51m","53.96%","-","48.44%","337.9",""
"Bandakar","969650$5.87%969.7k","56.72%","-","37.29%","217.2",""
"Mortifier","689326$4.17%689.3k","56.44%","-","36.16%","154.4",""
"Furckinstein","558247$3.38%558.2k","46.62%","-","24.23%","125.1",""
"Hercalees","524836$3.18%524.8k","37.20%","71","22.07%","117.6",""
"Dohvyk","480960$2.91%481.0k","24.91%","-","21.83%","107.8",""
"Akecheta","468286$2.83%468.3k","22.80%","-","17.53%","104.9",""
"Renke","427605$2.59%427.6k","22.34%","-","18.14%","95.8",""
"Decimous","424927$2.57%424.9k","25.11%","-","17.40%","95.2",""
"Gaunz","415106$2.51%415.1k","12.93%","74","16.42%","93.0",""
"Stankdik","405317$2.45%405.3k","14.99%","-","17.93%","90.8",""
"Nimda","366214$2.22%366.2k","18.45%","-","17.25%","82.0",""
"Deadstrike","364330$2.20%364.3k","16.47%","77","17.20%","81.6",""
"Dietolive","356957$2.16%357.0k","10.83%","-","15.48%","80.0",""
"Thoominn","356925$2.16%356.9k","20.90%","-","15.80%","80.0",""
"Parisshelton","350687$2.12%350.7k","11.15%","-","10.43%","78.6",""
"Duhd","343416$2.08%343.4k","9.80%","-","11.24%","76.9",""
"Ultimecia","339798$2.06%339.8k","11.43%","-","16.25%","76.1",""
"Synergy","339231$2.05%339.2k","17.28%","76","14.40%","76.0",""
"Seraf","309116$1.87%309.1k","11.70%","73","11.43%","69.3",""
"Wangcake","303748$1.84%303.7k","13.91%","-","11.30%","68.1",""
"Melven","302151$1.83%302.2k","12.83%","75","9.20%","67.7",""
"Olom","270709$1.64%270.7k","10.63%","-","12.27%","60.6",""
"Shamallama","266369$1.61%266.4k","25.95%","72","13.56%","59.7",""
"Slecht","263472$1.59%263.5k","14.20%","71","8.92%","59.0",""
"Deyn","261623$1.58%261.6k","28.22%","-","10.48%","58.6",""
"Ghazan","257954$1.56%258.0k","30.38%","73","10.11%","57.8",""
"Tauraheim","256377$1.55%256.4k","12.72%","76","11.18%","57.4",""
"Pythagorean","255765$1.55%255.8k","11.93%","-","9.75%","57.3",""
"Eighchbar","249179$1.51%249.2k","10.76%","71","8.50%","55.8",""
"Idunrunnin","246225$1.49%246.2k","17.99%","-","10.47%","55.2",""
"Irisviiel","243197$1.47%243.2k","22.37%","76","9.65%","54.5",""
"Milku","234652$1.42%234.7k","18.21%","74","8.04%","52.6",""
"Drgupta","231925$1.40%231.9k","31.03%","72","10.59%","52.0",""
"Johnnyxo","225973$1.37%226.0k","9.28%","67","6.70%","50.6",""
"Ishney","224456$1.36%224.5k","22.64%","-","8.80%","50.3",""
"Lumieux","217752$1.32%217.8k","8.77%","-","7.08%","48.8",""
"Jiero","207017$1.25%207.0k","26.98%","-","8.82%","46.4",""
"Urumettu","199346$1.21%199.3k","27.06%","74","9.53%","44.7",""
"Unsullied","13$0.00%13.0","35.00%","26","0.00%","0.0",""
