"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"58","Deyn","609656$13.33%609.7k","33.47%","-","54","46.24%","226.7",""
"56","Wangcake","530206$11.60%530.2k","36.24%","70","54","73.13%","197.2",""
"42","Cubensis","500081$10.94%500.1k","32.79%","63","61","63.37%","186.0",""
"65","Milku","438833$9.60%438.8k","44.47%","-","61","75.31%","163.2",""
"49","Necrohealya","424016$9.27%424.0k","41.90%","71","45","62.13%","157.7",""
"52","Yunghelga","402476$8.80%402.5k","22.49%","64","65","36.00%","149.7",""
"46","Slecht","398059$8.71%398.1k","46.63%","67","52","70.28%","148.0",""
"38","Shelton","378595$8.28%378.6k","40.94%","66","46","47.87%","140.8",""
"33","Tauraheim","329036$7.20%329.0k","49.20%","-","43","60.39%","122.4",""
"14","Vannawight","207396$4.54%207.4k","53.31%","61","26","48.68%","77.1",""
"70","Ghazan","182964$4.00%183.0k","18.60%","-","68","14.02%","68.0",""
"86","Tumblebug","17441$0.38%17.4k","-","66","84","0.85%","6.5",""
"68","Pemberstone","15878$0.35%15.9k","39.26%","-","68","5.53%","5.9",""
"53","Buffymctank","15452$0.34%15.5k","38.54%","-","52","42.07%","5.7",""
"86","Dietolive","12986$0.28%13.0k","13.82%","70","85","0.00%","4.8",""
"91","Gaunz","11036$0.24%11.0k","-","66","91","0.00%","4.1",""
"39","Changó","10887$0.24%10.9k","48.27%","-","36","43.70%","4.0",""
"52","Guliveris","9965$0.22%10.0k","49.74%","-","51","36.35%","3.7",""
"63","Fossett","9899$0.22%9.9k","-","68","62","0.75%","3.7",""
"73","Valara","9757$0.21%9.8k","-","67","71","0.00%","3.6",""
"76","Stankdik","7898$0.17%7.9k","14.97%","-","79","1.90%","2.9",""
"93","Ratshot","6659$0.15%6.7k","19.24%","61","93","1.60%","2.5",""
"56","Decimous","6157$0.13%6.2k","1.44%","55","66","2.50%","2.3",""
"66","Deadstrike","5381$0.12%5.4k","43.91%","69","69","3.09%","2.0",""
"70","Paskal","5011$0.11%5.0k","-","-","64","0.00%","1.9",""
"41","Bandakar","4126$0.09%4.1k","20.32%","-","40","2.73%","1.5",""
"27","Dohvyk","3636$0.08%3.6k","48.59%","-","26","9.21%","1.4",""
"90","Sur","3552$0.08%3.6k","13.18%","68","90","0.00%","1.3",""
"72","Seadub","3518$0.08%3.5k","64.45%","70","72","0.00%","1.3",""
"89","Jiero","3465$0.08%3.5k","-","-","88","0.00%","1.3",""
"48","Furckinstein","2219$0.05%2.2k","-","-","48","0.66%","0.8",""
"83","Crox","2117$0.05%2.1k","-","-","84","0.00%","0.8",""
"63","Flatzz","1425$0.03%1.4k","-","65","60","0.00%","0.5",""
"59","Minuteman","1074$0.02%1.1k","45.34%","-","64","0.71%","0.4",""
"75","Parisshelton","920$0.02%920.0","-","68","75","0.00%","0.3",""
"63","Duhd","880$0.02%880.0","-","64","59","0.00%","0.3",""
