"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"74","Wangcake","829928$30.27%829.9k","31.39%","-","70","80.96%","229.6",""
"63","Pythagorean","693309$25.29%693.3k","20.81%","-","60","57.60%","191.8",""
"45","Shelton","521617$19.03%521.6k","24.05%","66","52","49.06%","144.3",""
"27","Necrohealya","405580$14.79%405.6k","42.42%","-","24","56.51%","112.2",""
"95","Ghazan","97859$3.57%97.9k","23.52%","-","94","4.73%","27.1",""
"95","Ultimecia","46031$1.68%46.0k","32.96%","73","94","19.26%","12.7",""
"90","Pemberstone","32560$1.19%32.6k","37.47%","68","92","13.10%","9.0",""
"77","Akecheta","26792$0.98%26.8k","32.46%","-","75","51.57%","7.4",""
"85","Parisshelton","18784$0.69%18.8k","-","67","83","1.62%","5.2",""
"83","Tumblebug","15674$0.57%15.7k","1.47%","61","78","1.72%","4.3",""
"64","Buffymctank","14195$0.52%14.2k","44.63%","64","63","40.11%","3.9",""
"53","Guliveris","12220$0.45%12.2k","27.96%","-","60","21.46%","3.4",""
"87","Camelman","11717$0.43%11.7k","-","64","84","1.54%","3.2",""
"87","Smitty","10157$0.37%10.2k","-","61","84","0.65%","2.8",""
"71","Stankdik","1962$0.07%2.0k","45.95%","66","73","0.00%","0.5",""
"60","Fossett","1956$0.07%2.0k","43.34%","-","66","0.67%","0.5",""
"-","Ishney","735$0.03%735.0","-","71","-","0.00%","0.2",""
"-","Duhd","413$0.02%413.0","-","64","-","0.00%","0.1",""
