"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"75","Nimda","1045595$6.02%1.05m","69","80","76.09%","412.3",""
"59","Akecheta","1013802$5.84%1.01m","-","51","79.58%","399.8",""
"66","Dohvyk","993753$5.72%993.8k","-","60","78.89%","391.9",""
"69","Ultimecia","981936$5.65%981.9k","-","53","67.95%","387.2",""
"61","Flatzz","979530$5.64%979.5k","-","54","78.01%","386.3",""
"63","Synergy","927520$5.34%927.5k","75","50","76.92%","365.8",""
"61","Gaunz","861223$4.96%861.2k","73","47","63.18%","339.6",""
"76","Irisviiel","787196$4.53%787.2k","77","49","78.29%","310.4",""
"46","Deadstrike","786990$4.53%787.0k","74","36","69.14%","310.4",""
"39","Accessdenied","758847$4.37%758.8k","72","36","72.75%","299.3",""
"51","Parisshelton","744674$4.29%744.7k","-","50","62.97%","293.7",""
"35","Renke","722644$4.16%722.6k","64","53","69.48%","285.0",""
"60","Olom","681231$3.92%681.2k","-","68","60.28%","268.6",""
"51","Urumettu","661306$3.81%661.3k","74","35","65.94%","260.8",""
"38","Melven","643604$3.71%643.6k","70","48","56.60%","253.8",""
"61","Bandakar","638425$3.68%638.4k","-","69","81.33%","251.8",""
"52","Guliveris","635293$3.66%635.3k","-","52","76.56%","250.5",""
"36","Muja","616294$3.55%616.3k","-","36","54.47%","243.0",""
"25","Sepitus","613722$3.53%613.7k","66","35","68.37%","242.0",""
"32","Ishney","516387$2.97%516.4k","-","22","50.65%","203.6",""
"81","Pemberstone","513183$2.95%513.2k","-","74","75.69%","202.4",""
"35","Melow","411037$2.37%411.0k","68","42","41.08%","162.1",""
"30","Mortifier","368571$2.12%368.6k","-","26","72.12%","145.3",""
"16","Dieto","363887$2.09%363.9k","-","47*","49.92%","143.5",""
"47","Ghazan","60436$0.35%60.4k","73","45","7.31%","23.8",""
"92","Pythagorean","21258$0.12%21.3k","75","92","3.21%","8.4",""
"98","Slecht","7853$0.05%7.9k","71","98","1.80%","3.1",""
"97","Necrohealya","5022$0.03%5.0k","75","96","0.00%","2.0",""
"-","Shamallama","3540$0.02%3.5k","-","-","0.00%","1.4",""
"94","Milku","2657$0.02%2.7k","-","94","1.16%","1.0",""
"-","Tauraheim","1058$0.01%1.1k","-","-","0.00%","0.4",""
"-","Eighchbar","927$0.01%927.0","71","-","0.00%","0.4",""
"96","Wangcake","232$0.00%232.0","74","96","0.00%","0.1",""
"-","Nanahanapan","214$0.00%214.0","62","-","0.00%","0.1",""
