"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","645760$9.41%645.8k","50.11%","-","23.50%","141.9",""
"Bandakar","625579$9.11%625.6k","59.02%","-","25.96%","137.5",""
"Pemberstone","436749$6.36%436.7k","60.56%","-","19.21%","96.0",""
"Furckinstein","343134$5.00%343.1k","52.91%","-","16.72%","75.4",""
"Flatzz","235998$3.44%236.0k","48.54%","-","13.98%","51.9",""
"Mortifier","227686$3.32%227.7k","51.07%","-","20.94%","50.0",""
"Dohvyk","220133$3.21%220.1k","37.85%","-","8.35%","48.4",""
"Changó","208676$3.04%208.7k","35.95%","-","11.77%","45.9",""
"Akecheta","196882$2.87%196.9k","32.82%","-","8.32%","43.3",""
"Gaunz","165544$2.41%165.5k","16.38%","-","6.08%","36.4",""
"Nimda","158252$2.31%158.3k","26.80%","-","8.96%","34.8",""
"Seadub","155153$2.26%155.2k","11.60%","-","9.23%","34.1",""
"Wangcake","154604$2.25%154.6k","11.49%","74","5.58%","34.0",""
"Lavain","148690$2.17%148.7k","8.43%","68","6.72%","32.7",""
"Synergy","145738$2.12%145.7k","25.35%","-","5.42%","32.0",""
"Drgupta","144585$2.11%144.6k","15.71%","68","5.29%","31.8",""
"Pythagorean","141044$2.05%141.0k","13.93%","-","7.01%","31.0",""
"Lumieux","138887$2.02%138.9k","11.59%","-","9.34%","30.5",""
"Tauraheim","135979$1.98%136.0k","14.75%","73","3.56%","29.9",""
"Kirilov","134754$1.96%134.8k","19.01%","-","5.32%","29.6",""
"Deadstrike","129332$1.88%129.3k","24.96%","-","7.25%","28.4",""
"Shamallama","128507$1.87%128.5k","10.60%","68","6.43%","28.2",""
"Deyn","127881$1.86%127.9k","19.33%","-","7.96%","28.1",""
"Ghazan","126782$1.85%126.8k","25.59%","-","5.00%","27.9",""
"Necrohealya","121599$1.77%121.6k","19.55%","-","6.71%","26.7",""
"Jáx","120574$1.76%120.6k","10.73%","-","6.49%","26.5",""
"Milku","117179$1.71%117.2k","17.08%","-","5.21%","25.7",""
"Ishney","115516$1.68%115.5k","25.69%","-","10.21%","25.4",""
"Ultimecia","111537$1.63%111.5k","15.09%","-","6.05%","24.5",""
"Slecht","109417$1.59%109.4k","12.86%","70","3.42%","24.0",""
"Irisviiel","104038$1.52%104.0k","22.81%","-","5.68%","22.9",""
"Kurtz","103488$1.51%103.5k","18.31%","-","6.30%","22.7",""
"Ugara","101016$1.47%101.0k","13.52%","-","7.09%","22.2",""
"Duhd","100251$1.46%100.3k","13.22%","-","4.30%","22.0",""
"Eighchbar","98315$1.43%98.3k","9.84%","-","4.57%","21.6",""
"Parisshelton","88950$1.30%89.0k","11.18%","70","3.30%","19.5",""
"Melven","84603$1.23%84.6k","17.74%","-","4.02%","18.6",""
"Dietolive","76836$1.12%76.8k","29.61%","-","2.77%","16.9",""
"Kasako","53639$0.78%53.6k","12.11%","68","0.59%","11.8",""
"Pointed","21664$0.32%21.7k","11.91%","68","1.12%","4.8",""
"Crissaegrim","6895$0.10%6.9k","20.11%","-","0.87%","1.5",""
"Tastykake","5918$0.09%5.9k","3.60%","-","0.00%","1.3",""
"Planned","5416$0.08%5.4k","38.43%","73","0.00%","1.2",""
"Furkinstine","4665$0.07%4.7k","17.02%","65","0.00%","1.0",""
"Furrsuit","4509$0.07%4.5k","18.32%","69","0.00%","1.0",""
"Rend","4158$0.06%4.2k","-","67","0.00%","0.9",""
"Kirigaya","4105$0.06%4.1k","-","75","0.00%","0.9",""
"Lexzie","4033$0.06%4.0k","0.96%","63","0.00%","0.9",""
"Marcellusw","3384$0.05%3.4k","10.67%","75","0.00%","0.7",""
"Ravlun","3289$0.05%3.3k","10.67%","55","0.00%","0.7",""
"Jordanthejw","2452$0.04%2.5k","-","68","0.00%","0.5",""
"Exyzee","1698$0.02%1.7k","-","59","0.00%","0.4",""
"Jarik","1522$0.02%1.5k","-","74","0.00%","0.3",""
"Lydiya","1505$0.02%1.5k","-","72","0.00%","0.3",""
"Dyaltov","1188$0.02%1.2k","18.18%","63","0.00%","0.3",""
"Fearspammer","807$0.01%807.0","11.03%","63","0.00%","0.2",""
"Vynlandish","803$0.01%803.0","-","66","0.00%","0.2",""
"Squidmonkey","771$0.01%771.0","-","75","0.00%","0.2",""
"Chuck","620$0.01%620.0","20.41%","76","0.00%","0.1",""
"Dibocal","525$0.01%525.0","39.59%","66","0.00%","0.1",""
"Numa","281$0.00%281.0","6.02%","27","0.00%","0.1",""
"Vigo","94$0.00%94.0","21.01%","73","0.00%","0.0",""
"Chorecraft","17$0.00%17.0","-","59","0.00%","0.0",""
