"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"-","Shamallama","26155$12.00%26.2k","25.04%","65","-","41.69%","141.0",""
"-","Milku","24932$11.44%24.9k","51.23%","69","-","97.00%","134.4",""
"-","Pythagorean","23419$10.74%23.4k","39.13%","67","-","73.49%","126.3",""
"-","Wangcake","19199$8.81%19.2k","56.26%","64","-","72.28%","103.5",""
"-","Tazdink","19045$8.74%19.0k","9.23%","64","-","36.05%","102.7",""
"-","Eighchbar","17621$8.08%17.6k","54.64%","62","-","82.77%","95.0",""
"-","Deyn","17357$7.96%17.4k","30.53%","66","-","18.57%","93.6",""
"-","Gonz","16192$7.43%16.2k","26.74%","67","-","29.44%","87.3",""
"-","Necrohealya","14474$6.64%14.5k","57.02%","67","-","54.78%","78.0",""
"-","Slecht","12647$5.80%12.6k","68.93%","63","-","75.45%","68.2",""
"-","Enders","11838$5.43%11.8k","49.30%","65","-","50.59%","63.8",""
"-","Ghazan","6037$2.77%6.0k","58.62%","64","-","15.09%","32.6",""
"-","Ultimecia","2432$1.12%2.4k","3.34%","66","-","11.54%","13.1",""
"-","Pemberstone","1025$0.47%1.0k","-","61","-","0.00%","5.5",""
"-","Valara","920$0.42%920.0","-","66","-","0.00%","5.0",""
"-","Claudiu","860$0.39%860.0","-","65","-","0.00%","4.6",""
"69","Bandakar","804$0.37%804.0","50.06%","68","68","37.09%","4.3",""
"-","Cavander","777$0.36%777.0","-","66","-","0.00%","4.2",""
"60","Muhhgi","619$0.28%619.0","22.24%","66","59","30.05%","3.3",""
"-","Akecheta","519$0.24%519.0","47.94%","62","-","41.92%","2.8",""
"-","Changó","484$0.22%484.0","51.26%","67","-","41.03%","2.6",""
"-","Mexius","230$0.11%230.0","24.84%","64","-","1.52%","1.2",""
"35","Danty","193$0.09%193.0","-","65","46","3.85%","1.0",""
"-","Trii","98$0.04%98.0","80.82%","70","-","4.69%","0.5",""
"16","Flatzz","90$0.04%90.0","86.53%","64","17","29.31%","0.5",""
