"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"64","Enders","79514$13.46%79.5k","32.14%","65","62","59.59%","132.1",""
"75","Milku","76714$12.99%76.7k","42.04%","67","69","66.35%","127.4",""
"70","Gonz","74221$12.56%74.2k","18.53%","66","63","33.29%","123.3",""
"56","Nakur","61581$10.43%61.6k","35.90%","65","49","59.14%","102.3",""
"55","Eighchbar","53099$8.99%53.1k","35.85%","61","57","49.84%","88.2",""
"16","Pythagorean","39185$6.63%39.2k","51.09%","64","16","36.13%","65.1",""
"17","Necrohealya","38195$6.47%38.2k","40.54%","66","12","31.35%","63.4",""
"29","Deyn","33592$5.69%33.6k","27.44%","65","23","6.27%","55.8",""
"9","Takanu","28489$4.82%28.5k","33.50%","60","14","21.51%","47.3",""
"35","Tazdink","27107$4.59%27.1k","11.84%","63","34","12.91%","45.0",""
"73","Crow","7381$1.25%7.4k","-","58","79","2.73%","12.3",""
"78","Overbit","6932$1.17%6.9k","5.65%","61","77","5.45%","11.5",""
"90","Danty","6860$1.16%6.9k","16.96%","62","89","18.89%","11.4",""
"70","Peareyeuh","6327$1.07%6.3k","-","-","70","0.00%","10.5",""
"53","Kirilov","5391$0.91%5.4k","10.89%","65","53","4.46%","9.0",""
"63","Trii","5318$0.90%5.3k","5.59%","65","62","2.48%","8.8",""
"79","Jiero","5169$0.88%5.2k","-","66","79","2.66%","8.6",""
"83","Crox","4880$0.83%4.9k","2.11%","65","84","0.00%","8.1",""
"76","Hoebowjoe","4630$0.78%4.6k","-","64","76","0.80%","7.7",""
"54","Bandakar","3238$0.55%3.2k","40.23%","66","56","21.00%","5.4",""
"51","Dietolive","2731$0.46%2.7k","23.09%","63","50","0.00%","4.5",""
"67","Akecheta","2689$0.46%2.7k","6.92%","63","65","23.40%","4.5",""
"59","Changó","2306$0.39%2.3k","25.01%","65","59","17.72%","3.8",""
"78","Grimseeker","2256$0.38%2.3k","-","66","78","0.00%","3.7",""
"48","Trike","1885$0.32%1.9k","54.42%","-","45","26.14%","3.1",""
"42","Ultimecia","1606$0.27%1.6k","48.31%","65","41","4.97%","2.7",""
"-","Claudiu","1477$0.25%1.5k","-","64","-","0.80%","2.5",""
"54","Saphex","1474$0.25%1.5k","-","62","54","1.31%","2.4",""
"66","Chingu","1366$0.23%1.4k","-","60","66","0.00%","2.3",""
"47","Mogs","1218$0.21%1.2k","-","61","46","0.00%","2.0",""
"47","Dirtypantiz","1200$0.20%1.2k","-","62","47","0.00%","2.0",""
"43","Muhhgi","925$0.16%925.0","61.39%","64","42","25.23%","1.5",""
"27","Cavander","752$0.13%752.0","51.52%","63","27","0.00%","1.2",""
"26","Mexius","396$0.07%396.0","78.95%","65","26","8.47%","0.7",""
"30","Flatzz","325$0.06%325.0","74.90%","-","29","18.83%","0.5",""
"33","Chainguin","193$0.03%193.0","56.14%","65","33","1.33%","0.3",""
"33","Deadstrike","81$0.01%81.0","92.14%","63","33","2.67%","0.1",""
