"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"80","Milku","44014$13.15%44.0k","44.75%","66","74","90.64%","159.8",""
"57","Phugoid","42461$12.68%42.5k","40.99%","66","46","54.99%","154.2",""
"67","Enders","34576$10.33%34.6k","30.21%","64","67","69.53%","125.5",""
"60","Eighchbar","33779$10.09%33.8k","41.89%","59","82","65.77%","122.6",""
"47","Pythagorean","32576$9.73%32.6k","50.03%","63","53","69.70%","118.3",""
"16","Gonz","23957$7.16%24.0k","20.42%","66","12","23.53%","87.0",""
"19","Necrohealya","21612$6.45%21.6k","45.44%","65","14","51.08%","78.5",""
"27","Tazdink","19733$5.89%19.7k","5.75%","62","29","15.27%","71.6",""
"26","Deyn","19170$5.73%19.2k","27.94%","64","21","20.00%","69.6",""
"20","Ghazan","18326$5.47%18.3k","27.42%","59","38","29.11%","66.5",""
"17","Slecht","12578$3.76%12.6k","51.03%","56","44","42.57%","45.7",""
"75","Bandakar","4492$1.34%4.5k","3.79%","63","76","12.06%","16.3",""
"77","Crow","2342$0.70%2.3k","22.09%","58","81","2.00%","8.5",""
"60","Ultimecia","2288$0.68%2.3k","27.96%","65","58","1.45%","8.3",""
"56","Saphex","1840$0.55%1.8k","-","61","55","0.00%","6.7",""
"56","Mogs","1722$0.51%1.7k","-","62","56","0.00%","6.3",""
"81","Akecheta","1718$0.51%1.7k","42.96%","63","80","34.92%","6.2",""
"57","Dankling","1625$0.49%1.6k","-","57","67","0.00%","5.9",""
"78","Pemberstone","1572$0.47%1.6k","-","-","80","0.00%","5.7",""
"60","Dietolive","1494$0.45%1.5k","-","62","61","0.00%","5.4",""
"78","Kirilov","1481$0.44%1.5k","18.04%","65","77","1.07%","5.4",""
"84","Grimseeker","1287$0.38%1.3k","-","-","84","0.00%","4.7",""
"69","Overbit","1188$0.35%1.2k","24.14%","61","69","10.47%","4.3",""
"56","Dirtypantiz","983$0.29%983.0","-","60","55","0.00%","3.6",""
"-","Fossett","962$0.29%962.0","-","64","-","0.00%","3.5",""
"-","Hoebowjoe","864$0.26%864.0","-","64","-","0.00%","3.1",""
"20","Trii","861$0.26%861.0","18.77%","65","20","0.00%","3.1",""
"56","Claudiu","856$0.26%856.0","-","63","56","0.00%","3.1",""
"56","Lachupacabra","845$0.25%845.0","-","59","55","0.00%","3.1",""
"55","Trike","787$0.24%787.0","57.71%","-","52","30.65%","2.9",""
"38","Cavander","671$0.20%671.0","54.23%","62","37","0.00%","2.4",""
"-","Darunor","665$0.20%665.0","-","60","-","0.00%","2.4",""
"55","Impervious","634$0.19%634.0","42.05%","62","52","24.54%","2.3",""
"55","Changó","618$0.18%618.0","68.87%","65","56","31.39%","2.2",""
"-","Ergoline","144$0.04%144.0","-","33","-","0.00%","0.5",""
"18","Crox","103$0.03%103.0","43.72%","-","18","2.73%","0.4",""
