"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"95","Jiero","82349$5.89%82.3k","67","92","84.61%","328.2",""
"93","Grimseeker","81677$5.84%81.7k","65","94","81.82%","325.5",""
"92","Impervious","60929$4.36%60.9k","62","92","41.57%","242.8",""
"76","Valara","60323$4.32%60.3k","64","68","64.07%","240.4",""
"82","Minuteman","56970$4.08%57.0k","62","94","50.93%","227.1",""
"65","Claudiu","56520$4.04%56.5k","63","60","68.84%","225.3",""
"68","Hoebowjoe","55051$3.94%55.1k","64","59","62.62%","219.4",""
"71","Overbit","52966$3.79%53.0k","61","91","60.54%","211.1",""
"67","Deadstrike","51716$3.70%51.7k","63","79","61.76%","206.1",""
"80","Muhhgi","51666$3.70%51.7k","62","80","65.00%","205.9",""
"69","Fossett","50636$3.62%50.6k","64","61","71.21%","201.8",""
"66","Chingu","50111$3.59%50.1k","60","90","61.69%","199.7",""
"80","Changó","49837$3.57%49.8k","65","75","65.71%","198.6",""
"36","Ultimecia","48237$3.45%48.2k","66","24","54.06%","192.3",""
"91","Pemberstone","46935$3.36%46.9k","-","93","65.65%","187.1",""
"70","Flatzz","43871$3.14%43.9k","63","64","62.39%","174.9",""
"72","Danty","43098$3.08%43.1k","61","76","45.60%","171.8",""
"52","Trii","42455$3.04%42.5k","65","44","50.61%","169.2",""
"46","Dietolive","41099$2.94%41.1k","-","44","55.22%","163.8",""
"43","Kirilov","40171$2.87%40.2k","65","34","46.43%","160.1",""
"71","Nakur","35762$2.56%35.8k","65","75","81.47%","142.5",""
"34","Dirtypantiz","35496$2.54%35.5k","60","46","51.34%","141.5",""
"86","Mementomory","34294$2.45%34.3k","54","84","31.85%","136.7",""
"55","Crox","34063$2.44%34.1k","66","51","75.35%","135.8",""
"25","Cavander","28369$2.03%28.4k","62","26","49.79%","113.1",""
"17","Chainguin","28032$2.01%28.0k","64","16","49.03%","111.7",""
"14","Gaunz","27998$2.00%28.0k","61","18","47.38%","111.6",""
"26","Ghazan","24778$1.77%24.8k","59","39","39.46%","98.8",""
"24","Furckinstein","19778$1.42%19.8k","63","20","65.76%","78.8",""
"35","Darunor","18907$1.35%18.9k","60","36","60.63%","75.4",""
"27","Takanu","16613$1.19%16.6k","54","71*","21.61%","66.2",""
"9","Bandakar","13626$0.97%13.6k","61","10","41.50%","54.3",""
"70","Tazdink","8072$0.58%8.1k","63","70","9.23%","32.2",""
"86","Phugoid","2861$0.20%2.9k","66","84","17.61%","11.4",""
"76","Enders","1458$0.10%1.5k","64","76","5.98%","5.8",""
"70","Deyn","849$0.06%849.0","64","67","2.42%","3.4",""
"-","Pythagorean","83$0.01%83.0","63","-","0.00%","0.3",""
