"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","931836$15.61%931.8k","53.49%","-","55.03%","311.8",""
"Guliveris","773672$12.96%773.7k","49.70%","-","50.41%","258.9",""
"Mortifier","369356$6.19%369.4k","54.47%","-","37.44%","123.6",""
"Dohvyk","330251$5.53%330.3k","49.13%","-","30.55%","110.5",""
"Nazthar","208371$3.49%208.4k","21.70%","-","23.33%","69.7",""
"Trennard","183075$3.07%183.1k","21.23%","-","21.87%","61.3",""
"Synergy","157695$2.64%157.7k","14.96%","-","18.31%","52.8",""
"Youss","154626$2.59%154.6k","15.76%","-","15.46%","51.7",""
"Bigdrip","153369$2.57%153.4k","19.98%","-","18.84%","51.3",""
"Renke","152774$2.56%152.8k","17.68%","65","14.97%","51.1",""
"Deadstrike","149825$2.51%149.8k","15.86%","-","15.92%","50.1",""
"Seadub","144723$2.43%144.7k","7.61%","-","13.20%","48.4",""
"Droma","133730$2.24%133.7k","17.73%","-","15.52%","44.7",""
"Duhd","123615$2.07%123.6k","11.54%","-","12.12%","41.4",""
"Parisshelton","121624$2.04%121.6k","8.70%","-","14.71%","40.7",""
"Thoominn","114838$1.92%114.8k","20.89%","-","15.15%","38.4",""
"Irisviiel","110285$1.85%110.3k","21.39%","-","15.17%","36.9",""
"Seraf","105516$1.77%105.5k","10.62%","-","11.46%","35.3",""
"Faygin","99859$1.67%99.9k","7.95%","-","12.97%","33.4",""
"Nimda","96699$1.62%96.7k","17.84%","-","12.83%","32.4",""
"Tauraheim","90534$1.52%90.5k","20.44%","73","11.25%","30.3",""
"Darkoutlaw","87808$1.47%87.8k","10.98%","-","10.77%","29.4",""
"Idunrunnin","81359$1.36%81.4k","16.30%","-","9.33%","27.2",""
"Melven","79181$1.33%79.2k","7.64%","-","10.18%","26.5",""
"Beefbeefbeef","75663$1.27%75.7k","14.08%","68","9.36%","25.3",""
"Dieto","74899$1.26%74.9k","6.51%","64","9.35%","25.1",""
"Lumieux","72431$1.21%72.4k","11.34%","-","9.36%","24.2",""
"Tiencheng","69375$1.16%69.4k","9.60%","-","8.99%","23.2",""
"Ghazan","67679$1.13%67.7k","25.97%","-","7.68%","22.6",""
"Eighchbar","66862$1.12%66.9k","14.00%","-","8.26%","22.4",""
"Pythagorean","64101$1.07%64.1k","11.18%","-","7.60%","21.4",""
"Gonz","61891$1.04%61.9k","14.06%","69","7.59%","20.7",""
"Drgupta","61777$1.04%61.8k","14.63%","-","6.10%","20.7",""
"Seditious","57691$0.97%57.7k","8.82%","-","7.16%","19.3",""
"Ishney","57458$0.96%57.5k","17.67%","-","7.29%","19.2",""
"Oyster","56826$0.95%56.8k","16.85%","-","9.69%","19.0",""
"Hamhocks","52021$0.87%52.0k","9.39%","70","6.74%","17.4",""
"Yuroto","51056$0.86%51.1k","25.08%","70","7.40%","17.1",""
"Slecht","45574$0.76%45.6k","10.64%","71","5.66%","15.2",""
"Smogg","43777$0.73%43.8k","14.23%","-","6.16%","14.6",""
"Razorgore the Untamed","33968$0.57%34.0k","-","-","0.65%","11.4",""
