"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"81","Milku","45645$14.68%45.6k","35.05%","70","76","81.55%","151.7",""
"64","Pythagorean","43863$14.11%43.9k","37.71%","69","64","74.13%","145.8",""
"59","Wangcake","42470$13.66%42.5k","43.05%","68","63","78.79%","141.2",""
"80","Deyn","39547$12.72%39.5k","34.78%","68","79","27.45%","131.5",""
"66","Eighchbar","37328$12.01%37.3k","43.55%","66","79","84.96%","124.1",""
"69","Slecht","37149$11.95%37.1k","49.86%","65","86","75.08%","123.5",""
"36","Tazdink","29279$9.42%29.3k","29.91%","68","34","44.15%","97.3",""
"8","Necrohealya","17367$5.59%17.4k","49.32%","69","7","35.15%","57.7",""
"82","Ghazan","4064$1.31%4.1k","64.05%","70","82","3.37%","13.5",""
"95","Parisshelton","2987$0.96%3.0k","-","58","94","1.15%","9.9",""
"94","Hoebowjoe","2662$0.86%2.7k","-","67","93","0.00%","8.8",""
"76","Ultimecia","2019$0.65%2.0k","48.06%","70","75","9.94%","6.7",""
"86","Tumblebug","1900$0.61%1.9k","18.98%","64","84","2.33%","6.3",""
"81","Akecheta","1476$0.47%1.5k","28.45%","66","81","41.76%","4.9",""
"60","Danty","1034$0.33%1.0k","50.29%","-","60","40.50%","3.4",""
"48","Cavander","856$0.28%856.0","-","68","50","0.00%","2.8",""
"32","Flatzz","300$0.10%300.0","81.68%","64","34","23.93%","1.0",""
"32","Dohvyk","272$0.09%272.0","-","60","47","4.58%","0.9",""
"32","Changó","246$0.08%246.0","61.20%","67","28","13.10%","0.8",""
"21","Bandakar","189$0.06%189.0","53.68%","69","15","2.90%","0.6",""
"56","Deadstrike","92$0.03%92.0","90.77%","67","57","6.27%","0.3",""
"56","Kirilov","89$0.03%89.0","73.03%","-","57","1.28%","0.3",""
