"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","733025$13.85%733.0k","61.24%","-","62.59%","262.8",""
"Pemberstone","604195$11.42%604.2k","51.87%","-","42.95%","216.6",""
"Guliveris","418626$7.91%418.6k","45.80%","-","36.01%","150.1",""
"Mortifier","294353$5.56%294.4k","48.68%","-","30.73%","105.5",""
"Garglegop","218355$4.13%218.4k","37.49%","-","26.00%","78.3",""
"Furckinstein","217938$4.12%217.9k","19.82%","-","25.29%","78.1",""
"Dohvyk","202294$3.82%202.3k","19.27%","-","22.99%","72.5",""
"Akecheta","196591$3.72%196.6k","17.43%","-","26.13%","70.5",""
"Flatzz","186766$3.53%186.8k","17.41%","-","23.69%","67.0",""
"Duhd","164964$3.12%165.0k","14.76%","-","17.97%","59.1",""
"Chrg","160492$3.03%160.5k","14.61%","64","17.23%","57.5",""
"Renke","137842$2.60%137.8k","14.69%","-","15.29%","49.4",""
"Deadstrike","129250$2.44%129.3k","17.06%","-","15.57%","46.3",""
"Synergy","126092$2.38%126.1k","12.92%","-","15.94%","45.2",""
"Nimda","112446$2.13%112.4k","17.52%","-","17.22%","40.3",""
"Accessdenied","110858$2.10%110.9k","7.13%","-","14.69%","39.7",""
"Urumettu","93230$1.76%93.2k","21.09%","-","11.95%","33.4",""
"Dietolive","91645$1.73%91.6k","7.86%","72","12.67%","32.9",""
"Parisshelton","88481$1.67%88.5k","7.52%","-","13.30%","31.7",""
"Ultimecia","74113$1.40%74.1k","10.41%","-","11.26%","26.6",""
"Ugara","72216$1.36%72.2k","14.07%","-","9.74%","25.9",""
"Melven","68041$1.29%68.0k","9.72%","-","12.29%","24.4",""
"Kurtz","65767$1.24%65.8k","17.05%","-","12.05%","23.6",""
"Lumieux","62857$1.19%62.9k","10.27%","-","8.04%","22.5",""
"Irisviiel","60022$1.13%60.0k","15.65%","-","10.48%","21.5",""
"Drgupta","57438$1.09%57.4k","20.85%","68","8.28%","20.6",""
"Tacomojo","57090$1.08%57.1k","14.61%","-","9.13%","20.5",""
"Deyn","53465$1.01%53.5k","24.58%","74","9.27%","19.2",""
"Muja","51923$0.98%51.9k","15.89%","-","9.24%","18.6",""
"Pythagorean","51852$0.98%51.9k","14.13%","-","9.60%","18.6",""
"Shamallama","51545$0.97%51.5k","19.87%","-","9.21%","18.5",""
"Ghazan","50044$0.95%50.0k","24.23%","-","8.15%","17.9",""
"Gonz","48099$0.91%48.1k","10.77%","69","7.67%","17.2",""
"Ishney","47236$0.89%47.2k","17.22%","-","7.60%","16.9",""
"Eighchbar","44601$0.84%44.6k","9.41%","-","7.90%","16.0",""
"Wangcake","43500$0.82%43.5k","15.00%","74","8.24%","15.6",""
"Slecht","39789$0.75%39.8k","9.75%","71","5.84%","14.3",""
"Razorgore the Untamed","4425$0.08%4.4k","-","-","0.00%","1.6",""
