"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","679896$14.00%679.9k","51.76%","-","43.36%","258.8",""
"Mortifier","475135$9.78%475.1k","52.56%","-","44.36%","180.9",""
"Guliveris","424553$8.74%424.6k","46.14%","-","34.78%","161.6",""
"Garglegop","414852$8.54%414.9k","52.64%","-","44.51%","157.9",""
"Furckinstein","245574$5.06%245.6k","24.68%","-","27.37%","93.5",""
"Razorgore the Untamed","213165$4.39%213.2k","-","-","3.24%","81.1",""
"Chrg","174672$3.60%174.7k","14.23%","62","21.33%","66.5",""
"Dohvyk","161202$3.32%161.2k","18.04%","-","20.19%","61.4",""
"Flatzz","159758$3.29%159.8k","22.12%","-","24.19%","60.8",""
"Lexzie","120357$2.48%120.4k","15.82%","-","16.09%","45.8",""
"Gonz","118383$2.44%118.4k","18.88%","-","14.96%","45.1",""
"Synergy","117694$2.42%117.7k","14.41%","-","15.37%","44.8",""
"Renke","109407$2.25%109.4k","10.82%","-","15.84%","41.6",""
"Jàsper","103739$2.14%103.7k","12.94%","-","14.33%","39.5",""
"Nimda","87902$1.81%87.9k","19.64%","-","14.83%","33.5",""
"Deadstrike","87259$1.80%87.3k","14.21%","-","10.93%","33.2",""
"Kurtz","85061$1.75%85.1k","11.71%","-","13.20%","32.4",""
"Kirilov","84822$1.75%84.8k","15.23%","-","14.12%","32.3",""
"Duhd","79987$1.65%80.0k","14.11%","-","12.96%","30.4",""
"Dietolive","69411$1.43%69.4k","10.28%","72","13.76%","26.4",""
"Zugshirt","57645$1.19%57.6k","8.48%","-","9.60%","21.9",""
"Ishney","56748$1.17%56.7k","23.52%","-","9.08%","21.6",""
"Ghazan","56541$1.16%56.5k","24.49%","-","7.57%","21.5",""
"Parisshelton","52820$1.09%52.8k","8.85%","74","9.07%","20.1",""
"Melven","51729$1.07%51.7k","10.45%","-","9.41%","19.7",""
"Irisviiel","51337$1.06%51.3k","27.16%","76","6.81%","19.5",""
"Ultimecia","47149$0.97%47.1k","12.46%","-","6.44%","17.9",""
"Tacomojo","45407$0.94%45.4k","11.92%","-","8.07%","17.3",""
"Dayn","45111$0.93%45.1k","5.91%","-","10.45%","17.2",""
"Slecht","44977$0.93%45.0k","9.34%","70","6.87%","17.1",""
"Wangcake","43400$0.89%43.4k","10.39%","74","8.11%","16.5",""
"Urumettu","43042$0.89%43.0k","23.36%","-","5.88%","16.4",""
"Necrohealya","37287$0.77%37.3k","11.74%","73","6.67%","14.2",""
"Nanahanapan","36540$0.75%36.5k","8.85%","56","5.72%","13.9",""
"Milku","36435$0.75%36.4k","14.74%","-","5.91%","13.9",""
"Shamallama","35414$0.73%35.4k","28.73%","-","5.40%","13.5",""
"Pythagorean","34637$0.71%34.6k","9.46%","-","6.54%","13.2",""
"Drgupta","33577$0.69%33.6k","21.74%","68","6.62%","12.8",""
"Eighchbar","33505$0.69%33.5k","7.93%","-","5.44%","12.8",""
