"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"78","Dietolive","1481482$12.27%1.48m","-","71","63.47%","329.9",""
"75","Bandakar","1183657$9.80%1.18m","69","68","83.16%","263.6",""
"39","Hoebowjoe","1114123$9.22%1.11m","-","27","55.88%","248.1",""
"49","Urumettu","1081861$8.96%1.08m","67","49","65.55%","240.9",""
"28","Trolleficent","1077116$8.92%1.08m","63","47","60.96%","239.9",""
"51","Irisviiel","1062460$8.80%1.06m","68","49","65.18%","236.6",""
"69","Guliveris","987699$8.18%987.7k","-","70","81.93%","220.0",""
"52","Seadub","943655$7.81%943.7k","69","45","50.48%","210.1",""
"36","Kasako","757985$6.28%758.0k","-","48","66.56%","168.8",""
"36","Eighchbar","702299$5.81%702.3k","-","53","55.48%","156.4",""
"51","Fossett","649923$5.38%649.9k","-","36","41.45%","144.7",""
"5","Dïrty","415304$3.44%415.3k","53","38","70.46%","92.5",""
"96","Pythagorean","199439$1.65%199.4k","70","95","18.93%","44.4",""
"88","Slecht","158658$1.31%158.7k","69","88","27.96%","35.3",""
"85","Necrohealya","128638$1.07%128.6k","-","84","13.94%","28.6",""
"77","Grimtide","36760$0.30%36.8k","64","79","6.19%","8.2",""
"66","Deyn","35105$0.29%35.1k","70","65","6.57%","7.8",""
"90","Tazdink","34857$0.29%34.9k","-","90","3.42%","7.8",""
"42","Tauraheim","19887$0.16%19.9k","-","42","4.26%","4.4",""
"64","Shelton","5512$0.05%5.5k","68","64","0.00%","1.2",""
"-","Magma Totem IV","1241$0.01%1.2k","-","-","0.00%","0.3",""
