"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"70","Akecheta","1115212$6.21%1.12m","-","72","78.83%","498.5",""
"65","Dohvyk","1009128$5.62%1.01m","-","63","76.31%","451.0",""
"65","Changó","884400$4.93%884.4k","-","67","73.58%","395.3",""
"55","Deadstrike","773178$4.31%773.2k","69","61","68.30%","345.6",""
"56","Flatzz","766779$4.27%766.8k","-","68","75.14%","342.7",""
"56","Synergy","744204$4.15%744.2k","67","68","67.00%","332.6",""
"49","Furckinstein","721781$4.02%721.8k","-","54","71.86%","322.6",""
"48","Kirilov","701586$3.91%701.6k","74","40","66.54%","313.6",""
"50","Dïrty","698746$3.89%698.7k","63","77","76.29%","312.3",""
"69","Parisshelton","688563$3.84%688.6k","70","69","57.04%","307.8",""
"69","Guliveris","672741$3.75%672.7k","-","74","79.12%","300.7",""
"61","Bandakar","655145$3.65%655.1k","-","65","77.99%","292.8",""
"82","Jiero","639114$3.56%639.1k","-","77","68.53%","285.7",""
"45","Stankdik","636673$3.55%636.7k","-","45","59.85%","284.6",""
"36","Pointed","622128$3.47%622.1k","66","52","61.28%","278.1",""
"47","Gaunz","617859$3.44%617.9k","69","54","61.11%","276.2",""
"80","Duhd","610049$3.40%610.0k","70","81","47.08%","272.7",""
"61","Dryrun","594613$3.31%594.6k","67","67","59.97%","265.8",""
"48","Ultimecia","588309$3.28%588.3k","72","38","48.23%","263.0",""
"52","Irisviiel","575568$3.21%575.6k","-","49","59.60%","257.3",""
"57","Jáx","506171$2.82%506.2k","66","66","51.15%","226.2",""
"81","Pemberstone","497157$2.77%497.2k","-","87","75.64%","222.2",""
"54","Crox","465374$2.59%465.4k","-","67","80.34%","208.0",""
"32","Decimous","462861$2.58%462.9k","65","45","71.81%","206.9",""
"31","Seadub","442649$2.47%442.6k","70","30","51.28%","197.8",""
"30","Tumblebug","423633$2.36%423.6k","71","20","43.15%","189.3",""
"52","Fossett","333303$1.86%333.3k","71","52","40.18%","149.0",""
"24","Ishney","301168$1.68%301.2k","73","16","42.08%","134.6",""
"70","Ghazan","155030$0.86%155.0k","-","66","20.84%","69.3",""
"65","Necrohealya","17565$0.10%17.6k","71","65","4.95%","7.9",""
"86","Pythagorean","15841$0.09%15.8k","70","87","1.90%","7.1",""
"95","Enders","5506$0.03%5.5k","70","95","0.73%","2.5",""
"96","Slecht","4539$0.03%4.5k","69","96","3.38%","2.0",""
"91","Wangcake","1678$0.01%1.7k","72","92","0.58%","0.8",""
"90","Yunghelga","1320$0.01%1.3k","69","90","0.00%","0.6",""
"-","Shelton","468$0.00%468.0","70","-","0.00%","0.2",""
"-","Drgupta","383$0.00%383.0","62","-","0.00%","0.2",""
