"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"62","Deyn","780480$24.05%780.5k","33.29%","-","53","39.50%","191.1",""
"70","Eighchbar","752911$23.20%752.9k","24.35%","69","68","71.50%","184.4",""
"56","Pythagorean","651484$20.07%651.5k","32.39%","70","52","50.84%","159.5",""
"30","Kasako","478856$14.76%478.9k","30.39%","66","31","47.92%","117.3",""
"43","Slecht","420515$12.96%420.5k","44.36%","-","39","53.79%","103.0",""
"73","Bandakar","32331$1.00%32.3k","35.92%","69","70","58.04%","7.9",""
"65","Guliveris","25100$0.77%25.1k","22.71%","-","60","30.53%","6.1",""
"65","Buffymctank","21653$0.67%21.7k","52.99%","-","65","52.37%","5.3",""
"64","Furckinstein","18307$0.56%18.3k","42.17%","67","61","45.92%","4.5",""
"52","Calixia","12076$0.37%12.1k","50.74%","60","41","3.86%","3.0",""
"79","Trolleficent","11618$0.36%11.6k","-","-","74","0.99%","2.8",""
"76","Dietolive","11324$0.35%11.3k","20.93%","-","74","0.00%","2.8",""
"92","Gaunz","8950$0.28%9.0k","-","-","92","0.00%","2.2",""
"23","Dïrty","5342$0.16%5.3k","46.58%","-","22","16.38%","1.3",""
"26","Crox","4344$0.13%4.3k","42.51%","-","27","1.14%","1.1",""
"86","Drroboto","3989$0.12%4.0k","-","-","82","0.82%","1.0",""
"64","Fossett","3685$0.11%3.7k","-","-","71","0.00%","0.9",""
"-","Scottstotts","2343$0.07%2.3k","-","62","-","0.00%","0.6",""
