"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"54","Ultimecia","476349$6.04%476.3k","64","47","68.63%","268.2",""
"43","Funk","472449$5.99%472.4k","60","61","67.28%","266.0",""
"19","Hoebowjoe","375249$4.76%375.2k","61","22","60.17%","211.3",""
"43","Mogs","355448$4.51%355.4k","-","49","52.83%","200.1",""
"25","Cavander","344113$4.36%344.1k","62","25","52.65%","193.7",""
"16","Jiero","344104$4.36%344.1k","66","10","59.10%","193.7",""
"17","Kirilov","341446$4.33%341.4k","-","30","54.37%","192.2",""
"21","Changó","339537$4.30%339.5k","-","18","53.03%","191.2",""
"27","Dietolive","334373$4.24%334.4k","59","47","50.00%","188.3",""
"40","Mexius","326308$4.14%326.3k","62","42","57.66%","183.7",""
"15","Overbit","310496$3.94%310.5k","60","31","51.07%","174.8",""
"12","Ezri","308668$3.91%308.7k","58","41","75.12%","173.8",""
"7","Chainguin","273755$3.47%273.8k","-","9","53.81%","154.1",""
"8","Deadstrike","261941$3.32%261.9k","59","18","47.74%","147.5",""
"26","Impervious","256163$3.25%256.2k","-","32","60.71%","144.2",""
"22","Akecheta","245135$3.11%245.1k","-","23","45.44%","138.0",""
"25","Muhhgi","235637$2.99%235.6k","59","29","48.55%","132.7",""
"17","Fossett","234441$2.97%234.4k","62","15","47.36%","132.0",""
"9","Minuteman","227508$2.88%227.5k","58","22","50.06%","128.1",""
"8","Trii","214824$2.72%214.8k","61","13","49.76%","120.9",""
"7","Dankling","211333$2.68%211.3k","50","41","65.38%","119.0",""
"23","Danty","209751$2.66%209.8k","61","22","42.82%","118.1",""
"4","Grimmeat","185429$2.35%185.4k","55","11","39.75%","104.4",""
"18","Spindle","154863$1.96%154.9k","55","33","51.29%","87.2",""
"4","Ishney","152638$1.94%152.6k","58","7","41.26%","85.9",""
"15","Furckinstein","139716$1.77%139.7k","60","16","70.80%","78.7",""
"11","Bandakar","138121$1.75%138.1k","-","12","59.71%","77.8",""
"63","Darunor","133738$1.70%133.7k","-","63","52.68%","75.3",""
"12","Crox","130281$1.65%130.3k","-","24","79.09%","73.3",""
"35","Trike","118524$1.50%118.5k","-","42","23.37%","66.7",""
"91","Phugoid","10732$0.14%10.7k","61","90","5.93%","6.0",""
"95","Nakur","3490$0.04%3.5k","62","95","4.51%","2.0",""
"82","Ghazan","2393$0.03%2.4k","60","85","1.23%","1.3",""
"-","Wau","1971$0.02%2.0k","57","-","0.00%","1.1",""
"87","Gonz","1774$0.02%1.8k","63","87","0.00%","1.0",""
"-","Kawrant","1761$0.02%1.8k","56","-","0.74%","1.0",""
"-","Cornmeal","1599$0.02%1.6k","62","-","0.00%","0.9",""
"-","Karlov","1361$0.02%1.4k","59","-","0.77%","0.8",""
"-","Zwalker","1353$0.02%1.4k","59","-","0.00%","0.8",""
"-","Gul","1173$0.01%1.2k","61","-","0.91%","0.7",""
"90","Enders","1089$0.01%1.1k","60","90","0.00%","0.6",""
"-","Slipknotz","1053$0.01%1.1k","57","-","0.00%","0.6",""
"-","Nothernsleen","1023$0.01%1.0k","59","-","0.00%","0.6",""
"-","Talthanol","1010$0.01%1.0k","58","-","0.00%","0.6",""
"-","Pythagorean","935$0.01%935.0","-","-","1.32%","0.5",""
"-","Bombtrack","575$0.01%575.0","63","-","0.00%","0.3",""
"90","Milku","573$0.01%573.0","62","91","0.51%","0.3",""
"87","Derka","560$0.01%560.0","62","86","0.80%","0.3",""
"-","Thundermace","276$0.00%276.0","60","-","0.00%","0.2",""
