"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"54","Deyn","39414$11.40%39.4k","30.52%","69","49","26.42%","155.8",""
"72","Milku","38258$11.07%38.3k","45.85%","70","65","71.67%","151.3",""
"75","Eighchbar","38016$11.00%38.0k","35.37%","66","86","66.35%","150.3",""
"55","Wangcake","36651$10.61%36.7k","48.18%","69","54","80.32%","144.9",""
"53","Shelton","35499$10.27%35.5k","29.16%","-","89","56.85%","140.4",""
"7","Enders","28468$8.24%28.5k","22.96%","68","7","24.25%","112.6",""
"43","Yunghelga","26641$7.71%26.6k","26.88%","61","72","29.78%","105.3",""
"20","Necrohealya","24754$7.16%24.8k","35.55%","70","16","59.03%","97.9",""
"48","Slecht","24437$7.07%24.4k","36.88%","65","66","84.38%","96.6",""
"43","Pythagorean","23107$6.69%23.1k","39.27%","69","41","46.80%","91.4",""
"98","Ghazan","13690$3.96%13.7k","18.54%","72","97","11.44%","54.1",""
"99","Hoebowjoe","5793$1.68%5.8k","-","67","99","2.54%","22.9",""
"88","Flatzz","1691$0.49%1.7k","25.67%","-","88","34.20%","6.7",""
"95","Urumettu","1555$0.45%1.6k","-","67","95","0.00%","6.1",""
"69","Ultimecia","1521$0.44%1.5k","42.86%","70","67","22.70%","6.0",""
"85","Danty","1500$0.43%1.5k","-","-","84","1.98%","5.9",""
"74","Smitty","960$0.28%960.0","-","56","70","0.00%","3.8",""
"68","Parisshelton","853$0.25%853.0","-","58","65","0.00%","3.4",""
"32","Akecheta","725$0.21%725.0","64.27%","66","29","49.00%","2.9",""
"60","Leetwreck","580$0.17%580.0","59.64%","65","60","39.88%","2.3",""
"47","Changó","502$0.15%502.0","46.99%","67","44","24.78%","2.0",""
"35","Guliveris","376$0.11%376.0","54.20%","65","46","18.12%","1.5",""
"21","Crox","341$0.10%341.0","-","68","18","0.00%","1.3",""
"16","Dohvyk","135$0.04%135.0","-","60","30","1.57%","0.5",""
"56","Deadstrike","120$0.03%120.0","79.02%","69","60","2.30%","0.5",""
