"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"65","Deyn","858394$26.41%858.4k","22.78%","-","58","42.58%","229.4",""
"61","Pythagorean","801461$24.66%801.5k","24.85%","70","58","59.45%","214.2",""
"70","Eighchbar","783373$24.10%783.4k","20.40%","69","67","75.58%","209.4",""
"66","Slecht","603398$18.56%603.4k","34.70%","67","70","70.42%","161.3",""
"84","Necrohealya","84886$2.61%84.9k","70.21%","-","81","20.85%","22.7",""
"61","Changó","20920$0.64%20.9k","42.78%","68","58","50.64%","5.6",""
"50","Dohvyk","18654$0.57%18.7k","42.37%","-","49","50.34%","5.0",""
"65","Buffymctank","16690$0.51%16.7k","46.61%","-","65","44.43%","4.5",""
"38","Bandakar","13575$0.42%13.6k","12.62%","-","34","10.70%","3.6",""
"-","Jiero","10887$0.33%10.9k","2.17%","68","-","0.77%","2.9",""
"93","Dietolive","10109$0.31%10.1k","0.43%","-","92","0.80%","2.7",""
"88","Gaunz","7277$0.22%7.3k","15.88%","66","88","0.00%","1.9",""
"94","Trolleficent","6546$0.20%6.5k","-","59","91","1.52%","1.7",""
"67","Seadub","4685$0.14%4.7k","70.63%","-","67","3.28%","1.3",""
"29","Crox","4015$0.12%4.0k","27.45%","-","29","0.00%","1.1",""
"54","Furckinstein","3749$0.12%3.7k","13.30%","-","51","2.57%","1.0",""
"-","Dirtÿ","1250$0.04%1.3k","-","71","-","0.00%","0.3",""
"-","Funk","570$0.02%570.0","-","65","-","0.00%","0.2",""
