"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"89","Eighchbar","30225$14.39%30.2k","34.32%","68","91","77.56%","166.4",""
"70","Shelton","26772$12.75%26.8k","39.02%","68","74","67.07%","147.4",""
"68","Wangcake","26184$12.47%26.2k","38.29%","70","64","80.93%","144.1",""
"60","Yunghelga","19979$9.51%20.0k","42.10%","67","62","49.69%","110.0",""
"45","Milku","17587$8.38%17.6k","66.89%","71","33","82.53%","96.8",""
"27","Pythagorean","16585$7.90%16.6k","48.97%","70","23","54.57%","91.3",""
"34","Tauraheim","15349$7.31%15.3k","67.72%","69","29","74.93%","84.5",""
"19","Vannawight","14216$6.77%14.2k","54.30%","65","30","53.63%","78.2",""
"16","Grimtide","11437$5.45%11.4k","43.00%","66","18","24.05%","63.0",""
"16","Kasako","11216$5.34%11.2k","44.67%","66","18","40.35%","61.7",""
"9","Slecht","8874$4.23%8.9k","53.02%","69","8","37.72%","48.8",""
"96","Ghazan","5805$2.76%5.8k","29.94%","70","96","4.23%","32.0",""
"73","Ultimecia","1505$0.72%1.5k","25.97%","72","70","8.24%","8.3",""
"80","Pointed","859$0.41%859.0","46.18%","-","80","3.10%","4.7",""
"68","Tumblebug","802$0.38%802.0","-","69","70","0.00%","4.4",""
"69","Dohvyk","710$0.34%710.0","35.28%","69","67","57.09%","3.9",""
"60","Akecheta","656$0.31%656.0","59.10%","66","59","51.45%","3.6",""
"59","Changó","602$0.29%602.0","52.71%","68","56","34.19%","3.3",""
"39","Seadub","225$0.11%225.0","78.13%","69","40","4.92%","1.2",""
"56","Deadstrike","121$0.06%121.0","88.14%","69","60","6.51%","0.7",""
"56","Synergy","121$0.06%121.0","59.67%","66","57","0.00%","0.7",""
"16","Furckinstein","120$0.06%120.0","86.36%","68","13","43.94%","0.7",""
"21","Bandakar","27$0.01%27.0","97.55%","69","15","28.08%","0.1",""
"16","Dïrty","10$0.00%10.0","97.56%","65","15","17.60%","0.1",""
