"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"64","Ultimecia","963744$4.58%963.7k","64","56","62.35%","268.4",""
"45","Trike","940541$4.47%940.5k","-","46","67.05%","261.9",""
"44","Muhhgi","937830$4.46%937.8k","60","52","64.16%","261.2",""
"41","Changó","926505$4.41%926.5k","-","32","59.83%","258.0",""
"30","Overbit","924386$4.40%924.4k","60","56","63.14%","257.4",""
"29","Kirilov","915322$4.35%915.3k","64","28","62.00%","254.9",""
"28","Deadstrike","890251$4.23%890.3k","-","61","63.66%","247.9",""
"45","Funk","884861$4.21%884.9k","60","60","55.80%","246.4",""
"61","Dietolive","863303$4.10%863.3k","-","74","49.46%","240.4",""
"53","Jiero","848465$4.03%848.5k","66","43","66.74%","236.3",""
"46","Akecheta","843135$4.01%843.1k","-","48","60.90%","234.8",""
"38","Grimseeker","805036$3.83%805.0k","64","45","65.93%","224.2",""
"34","Cavander","784606$3.73%784.6k","62","34","54.35%","218.5",""
"23","Trii","770295$3.66%770.3k","62","33","53.28%","214.5",""
"38","Melven","756039$3.59%756.0k","60","51","50.79%","210.6",""
"22","Hoebowjoe","750592$3.57%750.6k","-","27","50.53%","209.0",""
"48","Mexius","745022$3.54%745.0k","-","52","62.04%","207.5",""
"39","Impervious","662591$3.15%662.6k","-","59","60.20%","184.5",""
"38","Fossett","635972$3.02%636.0k","62","32","52.92%","177.1",""
"52","Mogs","619548$2.95%619.5k","-","55","42.74%","172.5",""
"13","Saphex","589299$2.80%589.3k","56","31","46.58%","164.1",""
"26","Flatzz","587586$2.79%587.6k","62","20","64.58%","163.6",""
"9","Chainguin","576953$2.74%577.0k","-","12","49.36%","160.7",""
"6","Thamir","488912$2.32%488.9k","-","16","55.27%","136.2",""
"10","Ishney","483071$2.30%483.1k","-","20","55.87%","134.5",""
"6","Grimmeat","406738$1.93%406.7k","56","12","35.60%","113.3",""
"37","Darunor","385616$1.83%385.6k","-","38","60.78%","107.4",""
"20","Furckinstein","381132$1.81%381.1k","61","25","69.41%","106.1",""
"38","Crox","367593$1.75%367.6k","-","42","76.60%","102.4",""
"17","Bandakar","227723$1.08%227.7k","-","16","44.09%","63.4",""
"96","Phugoid","38316$0.18%38.3k","-","96","11.22%","10.7",""
"88","Gonz","13791$0.07%13.8k","-","88","7.76%","3.8",""
"-","Disk","5605$0.03%5.6k","-","-","0.76%","1.6",""
"-","Ghazan","4541$0.02%4.5k","-","-","0.99%","1.3",""
"-","Nakur","4535$0.02%4.5k","-","-","1.61%","1.3",""
"-","Tazdink","1367$0.01%1.4k","53","-","0.00%","0.4",""
"92","Enders","910$0.00%910.0","61","92","0.00%","0.3",""
