"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"82","Funk","87489$5.91%87.5k","61","88","69.40%","269.4",""
"50","Jiero","74913$5.06%74.9k","66","36","67.09%","230.7",""
"69","Valara","74169$5.01%74.2k","60","83","76.34%","228.4",""
"71","Mexius","71897$4.86%71.9k","62","74","76.80%","221.4",""
"57","Mogs","68501$4.63%68.5k","62","58","68.25%","211.0",""
"57","Hoebowjoe","68070$4.60%68.1k","62","58","68.04%","209.6",""
"56","Deadstrike","65104$4.40%65.1k","61","80","79.00%","200.5",""
"68","Fossett","64308$4.34%64.3k","64","60","75.79%","198.0",""
"54","Overbit","63829$4.31%63.8k","61","80","69.82%","196.6",""
"73","Impervious","62189$4.20%62.2k","60","82","68.86%","191.5",""
"52","Cavander","60659$4.10%60.7k","62","55","77.38%","186.8",""
"46","Minuteman","56089$3.79%56.1k","61","72","55.89%","172.7",""
"64","Changó","55216$3.73%55.2k","64","57","51.65%","170.0",""
"39","Claudiu","55107$3.72%55.1k","60","53","56.89%","169.7",""
"56","Trike","49133$3.32%49.1k","63","49","40.01%","151.3",""
"34","Trii","49080$3.32%49.1k","64","33","56.75%","151.1",""
"79","Pemberstone","48810$3.30%48.8k","-","79","67.83%","150.3",""
"48","Crox","42641$2.88%42.6k","61","72","77.00%","131.3",""
"48","Flatzz","42551$2.87%42.6k","-","44","49.53%","131.0",""
"8","Ishney","41664$2.81%41.7k","60","17","44.60%","128.3",""
"43","Akecheta","40646$2.75%40.6k","-","39","53.81%","125.2",""
"43","Danty","38479$2.60%38.5k","64","37","47.28%","118.5",""
"15","Dirtypantiz","36216$2.45%36.2k","57","29","65.14%","111.5",""
"16","Chainguin","35502$2.40%35.5k","64","15","43.91%","109.3",""
"22","Bandakar","25997$1.76%26.0k","62","36","73.59%","80.1",""
"27","Darunor","25204$1.70%25.2k","60","28","59.71%","77.6",""
"17","Furckinstein","22780$1.54%22.8k","-","14","74.14%","70.2",""
"99","Phugoid","14913$1.01%14.9k","65","99","39.81%","45.9",""
"97","Gonz","10785$0.73%10.8k","65","96","21.39%","33.2",""
"95","Hii","6994$0.47%7.0k","62","96","33.71%","21.5",""
"95","Tazdink","6374$0.43%6.4k","60","96","3.60%","19.6",""
"93","Nakur","5013$0.34%5.0k","64","94","23.19%","15.4",""
"91","Necrohealya","4842$0.33%4.8k","62","92","8.85%","14.9",""
"88","Deyn","3694$0.25%3.7k","63","88","20.83%","11.4",""
"61","Enders","976$0.07%976.0","63","62","4.61%","3.0",""
"46","Ghazan","235$0.02%235.0","59","58","0.00%","0.7",""
"-","Pythagorean","67$0.00%67.0","62","-","0.00%","0.2",""
