"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Darunor","670726$14.12%670.7k","54.15%","-","43.36%","334.3",""
"Bandakar","457279$9.63%457.3k","60.17%","-","28.69%","227.9",""
"Danty","356279$7.50%356.3k","55.30%","-","34.97%","177.6",""
"Muhhgi","103506$2.18%103.5k","15.14%","-","21.29%","51.6",""
"Akecheta","103212$2.17%103.2k","12.75%","64","18.80%","51.4",""
"Trii","101711$2.14%101.7k","12.28%","-","29.06%","50.7",""
"Deadstrike","101374$2.13%101.4k","12.81%","65","23.48%","50.5",""
"Flatzz","100953$2.13%101.0k","15.80%","-","18.89%","50.3",""
"Enders","98450$2.07%98.5k","12.68%","66","18.50%","49.1",""
"Changó","96554$2.03%96.6k","21.78%","-","14.50%","48.1",""
"Milku","96340$2.03%96.3k","17.31%","-","17.73%","48.0",""
"Pemberstone","93283$1.96%93.3k","36.20%","-","23.44%","46.5",""
"Chainguin","92826$1.95%92.8k","9.96%","66","22.71%","46.3",""
"Gonz","91973$1.94%92.0k","11.19%","-","20.06%","45.8",""
"Dankling","91530$1.93%91.5k","11.83%","61","21.81%","45.6",""
"Slecht","90547$1.91%90.5k","4.51%","-","17.05%","45.1",""
"Ultimecia","90068$1.90%90.1k","13.75%","-","13.62%","44.9",""
"Ennja","89096$1.88%89.1k","10.39%","62","12.75%","44.4",""
"Ishney","88943$1.87%88.9k","15.50%","67","17.57%","44.3",""
"Dirtÿ","88836$1.87%88.8k","12.77%","64","16.40%","44.3",""
"Mexius","88412$1.86%88.4k","17.32%","-","15.05%","44.1",""
"Claudiu","88141$1.86%88.1k","9.28%","65","18.00%","43.9",""
"Deyn","88106$1.85%88.1k","12.19%","-","20.98%","43.9",""
"Valara","87864$1.85%87.9k","14.15%","-","13.26%","43.8",""
"Jiero","87452$1.84%87.5k","11.32%","-","17.97%","43.6",""
"Shamallama","86894$1.83%86.9k","21.08%","-","20.23%","43.3",""
"Mogs","86260$1.82%86.3k","12.52%","63","14.13%","43.0",""
"Minuteman","83863$1.77%83.9k","10.50%","-","17.50%","41.8",""
"Hoebowjoe","82745$1.74%82.7k","13.19%","66","10.59%","41.2",""
"Overbit","82508$1.74%82.5k","11.97%","62","17.33%","41.1",""
"Eighchbar","81648$1.72%81.6k","11.90%","-","13.61%","40.7",""
"Kirilov","81481$1.72%81.5k","17.43%","-","23.49%","40.6",""
"Tazdink","81362$1.71%81.4k","23.73%","65","16.81%","40.5",""
"Necrohealya","80384$1.69%80.4k","9.75%","67","15.32%","40.1",""
"Cavander","79284$1.67%79.3k","11.77%","66","19.78%","39.5",""
"Fossett","78303$1.65%78.3k","17.92%","66","16.52%","39.0",""
"Pythagorean","76313$1.61%76.3k","7.43%","67","20.75%","38.0",""
"Dietolive","76292$1.61%76.3k","13.33%","-","15.94%","38.0",""
"Wangcake","75225$1.58%75.2k","8.20%","-","15.12%","37.5",""
"Ghazan","74519$1.57%74.5k","15.93%","64","19.00%","37.1",""
