"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"64","Deyn","1219382$10.35%1.22m","28.87%","-","62","43.29%","273.2",""
"59","Drgupta","1101604$9.35%1.10m","34.79%","72","66","59.66%","246.8",""
"82","Milku","1097872$9.32%1.10m","45.15%","74","81","72.55%","246.0",""
"58","Ghazan","1032339$8.77%1.03m","35.69%","73","62","48.36%","231.3",""
"65","Pythagorean","992664$8.43%992.7k","41.67%","-","64","64.14%","222.4",""
"64","Shamallama","936036$7.95%936.0k","19.63%","72","71","42.43%","209.7",""
"46","Wangcake","927956$7.88%928.0k","46.93%","-","42","74.14%","207.9",""
"89","Tauraheim","905908$7.69%905.9k","45.52%","76","87","64.32%","203.0",""
"47","Lumieux","843013$7.16%843.0k","37.41%","-","52","59.26%","188.9",""
"73","Slecht","746103$6.34%746.1k","39.48%","71","79","66.90%","167.2",""
"56","Eighchbar","727597$6.18%727.6k","46.47%","71","66","62.18%","163.0",""
"39","Johnnyxo","697957$5.93%698.0k","43.09%","67","50","59.37%","156.4",""
"81","Ultimecia","51127$0.43%51.1k","22.55%","-","83","1.95%","11.5",""
"69","Decimous","36294$0.31%36.3k","33.30%","-","67","39.98%","8.1",""
"69","Akecheta","32597$0.28%32.6k","39.32%","-","68","55.87%","7.3",""
"85","Gaunz","32471$0.28%32.5k","1.86%","74","85","0.80%","7.3",""
"73","Guliveris","32283$0.27%32.3k","35.04%","-","74","37.50%","7.2",""
"65","Dietolive","32211$0.27%32.2k","18.66%","-","63","1.06%","7.2",""
"67","Renke","31138$0.26%31.1k","32.48%","-","64","36.82%","7.0",""
"66","Dohvyk","30151$0.26%30.2k","39.14%","-","65","42.34%","6.8",""
"67","Olom","30028$0.25%30.0k","4.24%","-","65","0.63%","6.7",""
"61","Furckinstein","26813$0.23%26.8k","34.14%","-","61","34.83%","6.0",""
"81","Pemberstone","26018$0.22%26.0k","59.37%","-","81","10.85%","5.8",""
"59","Hercalees","25478$0.22%25.5k","40.47%","71","58","40.17%","5.7",""
"61","Synergy","24211$0.21%24.2k","14.22%","76","60","3.75%","5.4",""
"73","Thoominn","22531$0.19%22.5k","14.12%","-","67","1.19%","5.0",""
"74","Nimda","20712$0.18%20.7k","20.62%","-","73","2.08%","4.6",""
"83","Parisshelton","19376$0.16%19.4k","4.07%","-","82","0.00%","4.3",""
"61","Bandakar","18777$0.16%18.8k","44.78%","-","60","36.31%","4.2",""
"81","Seraf","9132$0.08%9.1k","1.10%","73","80","0.00%","2.0",""
"83","Jiero","8783$0.07%8.8k","-","-","83","0.00%","2.0",""
"72","Idunrunnin","8564$0.07%8.6k","-","-","67","0.00%","1.9",""
"77","Duhd","6890$0.06%6.9k","5.94%","-","76","0.00%","1.5",""
"65","Deadstrike","6455$0.05%6.5k","-","77","65","0.00%","1.4",""
"84","Urumettu","3732$0.03%3.7k","11.81%","74","85","0.00%","0.8",""
"77","Ishney","3654$0.03%3.7k","-","-","77","0.00%","0.8",""
"55","Mortifier","2483$0.02%2.5k","-","-","56","0.00%","0.6",""
"72","Melven","2422$0.02%2.4k","-","75","70","0.00%","0.5",""
"72","Irisviiel","2380$0.02%2.4k","-","76","71","0.00%","0.5",""
"61","Stankdik","2197$0.02%2.2k","-","-","59","0.00%","0.5",""
