"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"22","Changó","859698$5.96%859.7k","66","18","62.53%","286.5",""
"11","Chingu","836122$5.80%836.1k","62","27","70.33%","278.6",""
"18","Akecheta","776204$5.38%776.2k","-","16","64.62%","258.6",""
"8","Kirilov","753067$5.22%753.1k","65","14","69.01%","250.9",""
"8","Deadstrike","739399$5.13%739.4k","63","17","69.75%","246.4",""
"18","Muhhgi","711899$4.94%711.9k","64","15","58.19%","237.2",""
"7","Chainguin","634696$4.40%634.7k","-","12","67.88%","211.5",""
"6","Overbit","620516$4.30%620.5k","62","13","59.36%","206.8",""
"6","Trii","618845$4.29%618.8k","67","8","66.19%","206.2",""
"14","Danty","614307$4.26%614.3k","-","14","61.95%","204.7",""
"9","Lachupacabra","561453$3.89%561.5k","-","30","59.15%","187.1",""
"6","Slybanana","545641$3.78%545.6k","61","13","67.00%","181.8",""
"8","Jiero","539853$3.74%539.9k","66","10","50.88%","179.9",""
"9","Valara","521722$3.62%521.7k","64","17","56.81%","173.8",""
"8","Dirtypantiz","515799$3.58%515.8k","-","15","55.97%","171.9",""
"8","Claudiu","502625$3.49%502.6k","-","19","47.07%","167.5",""
"11","Hoebowjoe","497573$3.45%497.6k","64","19","51.13%","165.8",""
"7","Ultimecia","421617$2.92%421.6k","-","9","52.04%","140.5",""
"21","Bandakar","404504$2.81%404.5k","-","20","76.17%","134.8",""
"6","Cavander","401658$2.79%401.7k","65","9","54.72%","133.8",""
"8","Mexius","393576$2.73%393.6k","-","15","51.92%","131.1",""
"10","Darunor","359249$2.49%359.2k","-","11","69.62%","119.7",""
"11","Flatzz","347983$2.41%348.0k","-","9","31.55%","115.9",""
"14","Crox","333334$2.31%333.3k","-","16","77.40%","111.1",""
"6","Fossett","252302$1.75%252.3k","-","9","32.53%","84.1",""
"-","Razorgore the Untamed","232241$1.61%232.2k","-","-","4.09%","77.4",""
"12","Trike","200884$1.39%200.9k","62","13","12.69%","66.9",""
"7","Mogs","77577$0.54%77.6k","-","15","9.49%","25.8",""
"96","Ghazan","35776$0.25%35.8k","64","96","33.51%","11.9",""
"92","Phugoid","29789$0.21%29.8k","-","93","5.03%","9.9",""
"96","Tazdink","24118$0.17%24.1k","63","97","7.77%","8.0",""
"96","Gonz","20323$0.14%20.3k","-","96","9.58%","6.8",""
"96","Nakur","9488$0.07%9.5k","65","95","4.56%","3.2",""
"93","Shamallama","6466$0.04%6.5k","-","93","1.81%","2.2",""
"95","Pythagorean","4713$0.03%4.7k","-","93","0.00%","1.6",""
"-","Necrohealya","2808$0.02%2.8k","-","-","0.00%","0.9",""
"95","Deyn","2785$0.02%2.8k","-","95","0.00%","0.9",""
"93","Enders","2354$0.02%2.4k","65","92","0.62%","0.8",""
"-","Milku","1693$0.01%1.7k","-","-","0.00%","0.6",""
"96","Slecht","1309$0.01%1.3k","56","95","0.00%","0.4",""
"96","Takanu","1070$0.01%1.1k","-","96","1.07%","0.4",""
"95","Eighchbar","15$0.00%15.0","-","95","0.00%","0.0",""
