"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"56","Ultimecia","641545$5.78%641.5k","64","49","70.00%","274.1",""
"40","Funk","624272$5.62%624.3k","60","51","61.71%","266.7",""
"48","Akecheta","599875$5.40%599.9k","60","56","73.01%","256.3",""
"28","Kirilov","574575$5.17%574.6k","63","33","64.98%","245.5",""
"45","Jiero","555937$5.01%555.9k","66","34","68.42%","237.5",""
"57","Mogs","550118$4.95%550.1k","-","61","56.40%","235.1",""
"62","Mexius","536409$4.83%536.4k","-","70","68.16%","229.2",""
"16","Hoebowjoe","532228$4.79%532.2k","61","19","56.39%","227.4",""
"49","Trike","495521$4.46%495.5k","-","61","75.17%","211.7",""
"48","Dietolive","485328$4.37%485.3k","60","63","59.39%","207.4",""
"23","Trii","460979$4.15%461.0k","61","40","62.76%","197.0",""
"30","Cavander","452093$4.07%452.1k","62","30","53.31%","193.2",""
"14","Minuteman","442162$3.98%442.2k","58","44","56.97%","188.9",""
"11","Deadstrike","430168$3.87%430.2k","59","26","59.70%","183.8",""
"11","Thicc","406005$3.66%406.0k","58","34","59.86%","173.5",""
"21","Ezri","359007$3.23%359.0k","58","58","56.94%","153.4",""
"8","Thamir","349951$3.15%350.0k","59","16","57.64%","149.5",""
"9","Dankling","347424$3.13%347.4k","51","46","59.70%","148.4",""
"13","Chainguin","347329$3.13%347.3k","-","19","46.57%","148.4",""
"12","Ishney","331722$2.99%331.7k","59","25","57.10%","141.7",""
"6","Grimmeat","291320$2.62%291.3k","55","9","43.12%","124.5",""
"42","Darunor","245310$2.21%245.3k","-","43","69.80%","104.8",""
"22","Muhhgi","231813$2.09%231.8k","-","31","61.91%","99.1",""
"25","Crox","225340$2.03%225.3k","-","43","86.60%","96.3",""
"72","Fossett","206424$1.86%206.4k","59","75","36.05%","88.2",""
"18","Furckinstein","189950$1.71%190.0k","61","24","61.78%","81.2",""
"3","Claudiu","182461$1.64%182.5k","51","6","34.34%","78.0",""
"80","Ghazan","3074$0.03%3.1k","-","82","2.63%","1.3",""
"85","Gonz","2839$0.03%2.8k","-","84","0.68%","1.2",""
"-","Nakur","1308$0.01%1.3k","62","-","1.07%","0.6",""
"-","Disk","304$0.00%304.0","61","-","0.00%","0.1",""
"-","Deyn","198$0.00%198.0","-","-","0.00%","0.1",""
"94","Enders","193$0.00%193.0","-","93","0.00%","0.1",""
