"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"70","Funk","68711$8.52%68.7k","61","78","74.46%","227.3",""
"33","Jiero","54219$6.73%54.2k","66","19","76.77%","179.3",""
"24","Deadstrike","48717$6.04%48.7k","59","58","66.37%","161.1",""
"17","Overbit","43941$5.45%43.9k","60","40","52.06%","145.3",""
"15","Trii","41636$5.17%41.6k","61","28","65.20%","137.7",""
"14","Kirilov","40778$5.06%40.8k","63","16","57.69%","134.9",""
"41","Danty","38464$4.77%38.5k","61","41","50.23%","127.2",""
"9","Minuteman","37191$4.61%37.2k","58","36","45.88%","123.0",""
"9","Chainguin","34790$4.32%34.8k","61","16","63.31%","115.1",""
"33","Muhhgi","33914$4.21%33.9k","59","48","39.23%","112.2",""
"32","Changó","33258$4.13%33.3k","62","26","39.74%","110.0",""
"17","Ultimecia","31810$3.95%31.8k","64","13","53.38%","105.2",""
"17","Dietolive","31600$3.92%31.6k","59","28","50.54%","104.5",""
"15","Mexius","30400$3.77%30.4k","62","16","58.91%","100.5",""
"11","Hoebowjoe","30207$3.75%30.2k","60","16","60.89%","99.9",""
"26","Akecheta","29529$3.66%29.5k","60","31","48.13%","97.7",""
"34","Furckinstein","23835$2.96%23.8k","60","66","63.18%","78.8",""
"9","Fossett","22417$2.78%22.4k","62","8","50.17%","74.1",""
"8","Cavander","21406$2.66%21.4k","62","8","49.02%","70.8",""
"24","Crox","20931$2.60%20.9k","60","54","62.06%","69.2",""
"13","Impervious","19914$2.47%19.9k","59","19","44.74%","65.9",""
"5","Ishney","18719$2.32%18.7k","57","8","43.41%","61.9",""
"11","Darunor","18018$2.24%18.0k","59","11","55.03%","59.6",""
"10","Bandakar","17702$2.20%17.7k","61","10","58.30%","58.5",""
"90","Phugoid","6990$0.87%7.0k","61","92","38.46%","23.1",""
"74","Necrohealya","2980$0.37%3.0k","62","76","17.80%","9.9",""
"76","Gonz","2715$0.34%2.7k","63","76","3.76%","9.0",""
"59","Derka","1273$0.16%1.3k","60","63","6.09%","4.2",""
