"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"59","Deyn","688613$11.83%688.6k","24.82%","63","56","53.51%","198.4",""
"69","Milku","636658$10.94%636.7k","38.03%","65","65","78.41%","183.4",""
"57","Enders","600846$10.32%600.8k","26.28%","63","63","71.35%","173.1",""
"55","Pythagorean","534592$9.18%534.6k","34.30%","-","66","57.06%","154.0",""
"20","Ghazan","456983$7.85%457.0k","24.53%","-","18","42.25%","131.7",""
"26","Derka","439727$7.56%439.7k","42.20%","-","24","63.57%","126.7",""
"39","Gonz","420393$7.22%420.4k","18.94%","65","34","30.26%","121.1",""
"40","Eighchbar","407899$7.01%407.9k","30.52%","55","70","66.56%","117.5",""
"50","Nakur","406984$6.99%407.0k","38.73%","64","45","62.28%","117.3",""
"24","Hii","315526$5.42%315.5k","36.42%","-","35","47.74%","90.9",""
"20","Necrohealya","283127$4.86%283.1k","40.95%","62","26","48.84%","81.6",""
"27","Tazdink","241234$4.14%241.2k","15.53%","-","33","29.08%","69.5",""
"67","Akecheta","27900$0.48%27.9k","25.62%","62","64","49.73%","8.0",""
"67","Hoebowjoe","26007$0.45%26.0k","-","62","66","1.13%","7.5",""
"71","Danty","25613$0.44%25.6k","30.91%","-","69","39.26%","7.4",""
"65","Impervious","23281$0.40%23.3k","24.49%","60","65","30.77%","6.7",""
"55","Darunor","23259$0.40%23.3k","33.89%","-","65","2.81%","6.7",""
"56","Flatzz","20643$0.35%20.6k","30.40%","62","51","45.91%","5.9",""
"60","Bandakar","19814$0.34%19.8k","7.36%","62","59","1.59%","5.7",""
"63","Funk","19391$0.33%19.4k","-","60","61","0.91%","5.6",""
"61","Changó","18841$0.32%18.8k","39.20%","-","59","40.36%","5.4",""
"56","Mogs","18655$0.32%18.7k","2.61%","62","55","0.58%","5.4",""
"71","Mexius","18111$0.31%18.1k","1.81%","-","71","8.86%","5.2",""
"56","Pemberstone","18021$0.31%18.0k","36.26%","-","56","3.25%","5.2",""
"54","Trike","16629$0.29%16.6k","37.19%","-","50","31.88%","4.8",""
"63","Deadstrike","13893$0.24%13.9k","33.36%","61","65","4.87%","4.0",""
"58","Crox","13501$0.23%13.5k","13.19%","-","60","2.82%","3.9",""
"45","Fossett","10737$0.18%10.7k","-","-","42","0.00%","3.1",""
"73","Valara","9800$0.17%9.8k","-","60","71","0.00%","2.8",""
"45","Furckinstein","9431$0.16%9.4k","11.47%","-","42","0.87%","2.7",""
"71","Claudiu","9352$0.16%9.4k","-","60","68","0.00%","2.7",""
"60","Dadikins","9250$0.16%9.3k","-","58","58","0.00%","2.7",""
"70","Cavander","9111$0.16%9.1k","20.39%","62","70","0.00%","2.6",""
"56","Trii","7833$0.13%7.8k","18.91%","63","57","0.66%","2.3",""
"85","Jiero","6604$0.11%6.6k","-","66","84","0.00%","1.9",""
"58","Overbit","5211$0.09%5.2k","50.18%","-","60","2.46%","1.5",""
"41","Ishney","4063$0.07%4.1k","-","58","48","0.00%","1.2",""
"29","Minuteman","1600$0.03%1.6k","-","61","30","0.00%","0.5",""
"25","Chainguin","1195$0.02%1.2k","-","-","23","0.00%","0.3",""
