"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"63","Necrohealya","477218$13.87%477.2k","25.34%","67","68","69.11%","259.1",""
"65","Pythagorean","427269$12.41%427.3k","22.85%","-","78","66.72%","232.0",""
"46","Eighchbar","299762$8.71%299.8k","15.99%","61","70","56.65%","162.8",""
"42","Milku","283058$8.22%283.1k","36.47%","-","48","71.85%","153.7",""
"29","Phugoid","269201$7.82%269.2k","24.02%","-","35","50.52%","146.2",""
"37","Slecht","260526$7.57%260.5k","27.01%","57","74","74.15%","141.5",""
"24","Peareyeuh","228616$6.64%228.6k","16.03%","-","47","25.02%","124.1",""
"21","Gonz","227672$6.62%227.7k","24.84%","-","27","34.35%","123.6",""
"17","Takanu","220483$6.41%220.5k","23.80%","61","38","36.29%","119.7",""
"23","Ghazan","215536$6.26%215.5k","11.09%","-","37","29.17%","117.0",""
"16","Tazdink","210364$6.11%210.4k","19.26%","63","31","40.82%","114.2",""
"84","Akecheta","26166$0.76%26.2k","13.36%","-","82","51.36%","14.2",""
"85","Hoebowjoe","25072$0.73%25.1k","-","-","85","4.49%","13.6",""
"87","Ultimecia","23607$0.69%23.6k","13.84%","66","88","4.76%","12.8",""
"78","Mogs","21314$0.62%21.3k","1.58%","62","79","6.40%","11.6",""
"82","Claudiu","15418$0.45%15.4k","-","-","83","4.88%","8.4",""
"65","Danty","15267$0.44%15.3k","18.13%","-","63","24.41%","8.3",""
"69","Changó","14518$0.42%14.5k","19.99%","66","67","44.39%","7.9",""
"84","Mexius","14186$0.41%14.2k","4.24%","-","85","3.13%","7.7",""
"82","Deadstrike","13969$0.41%14.0k","11.32%","-","83","4.50%","7.6",""
"56","Crox","12472$0.36%12.5k","4.74%","-","53","2.30%","6.8",""
"75","Dirtypantiz","12019$0.35%12.0k","-","63","78","3.56%","6.5",""
"93","Jiero","11903$0.35%11.9k","-","-","93","2.88%","6.5",""
"81","Trii","11786$0.34%11.8k","1.68%","67","83","3.76%","6.4",""
"61","Bandakar","11024$0.32%11.0k","14.52%","-","58","32.24%","6.0",""
"87","Chingu","9640$0.28%9.6k","-","62","85","1.28%","5.2",""
"87","Pemberstone","9531$0.28%9.5k","-","-","84","2.23%","5.2",""
"79","Kirilov","9246$0.27%9.2k","8.07%","-","80","4.10%","5.0",""
"80","Dankling","8417$0.24%8.4k","1.43%","61","82","1.66%","4.6",""
"78","Cavander","8289$0.24%8.3k","13.97%","65","80","1.02%","4.5",""
"93","Urumettu","7500$0.22%7.5k","-","-","94","0.00%","4.1",""
"49","Valara","7100$0.21%7.1k","-","-","56","3.91%","3.9",""
"48","Muhhgi","6471$0.19%6.5k","5.41%","-","45","18.63%","3.5",""
"64","Fossett","5706$0.17%5.7k","-","-","65","1.50%","3.1",""
"92","Ahuntard","5343$0.16%5.3k","-","61","92","0.00%","2.9",""
"74","Overbit","5240$0.15%5.2k","23.21%","62","76","1.87%","2.8",""
"72","Chainguin","4672$0.14%4.7k","6.88%","-","76","0.98%","2.5",""
"74","Slybanana","4491$0.13%4.5k","-","61","78","1.07%","2.4",""
"79","Darunor","1599$0.05%1.6k","-","-","72","0.00%","0.9",""
