"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"52","Ultimecia","914020$4.76%914.0k","71","43","60.56%","304.8",""
"45","Flatzz","911555$4.74%911.6k","-","48","71.07%","304.0",""
"49","Akecheta","899013$4.68%899.0k","66","44","67.89%","299.8",""
"55","Dietolive","843567$4.39%843.6k","67","65","52.41%","281.3",""
"37","Deadstrike","813532$4.23%813.5k","69","37","65.90%","271.3",""
"48","Sur","789154$4.11%789.2k","65","62","70.26%","263.2",""
"37","Dankling","711872$3.70%711.9k","65","54","60.25%","237.4",""
"40","Changó","711572$3.70%711.6k","-","33","63.52%","237.3",""
"33","Parisshelton","702979$3.66%703.0k","65","48","51.47%","234.4",""
"51","Jiero","685003$3.56%685.0k","-","54","65.44%","228.4",""
"33","Hoebowjoe","673337$3.50%673.3k","-","32","47.36%","224.5",""
"37","Spicyhot","669884$3.49%669.9k","67","40","62.75%","223.4",""
"39","Dirtÿ","665540$3.46%665.5k","69","33","46.07%","221.9",""
"34","Duhd","650396$3.38%650.4k","62","67","50.07%","216.9",""
"17","Dohvyk","645944$3.36%645.9k","-","26","66.48%","215.4",""
"54","Valara","630813$3.28%630.8k","67","62","47.97%","210.4",""
"31","Minuteman","594846$3.09%594.8k","-","41","49.31%","198.4",""
"40","Fossett","592042$3.08%592.0k","67","39","55.47%","197.4",""
"23","Smitty","581465$3.03%581.5k","57","68","50.14%","193.9",""
"36","Jáx","579820$3.02%579.8k","-","57","52.60%","193.3",""
"27","Gaunz","563576$2.93%563.6k","66","37","49.75%","187.9",""
"20","Buffymctank","549626$2.86%549.6k","60","41","62.55%","183.3",""
"25","Furckinstein","517095$2.69%517.1k","-","23","64.48%","172.4",""
"22","Ishney","489295$2.55%489.3k","69","20","59.62%","163.2",""
"64","Pemberstone","469024$2.44%469.0k","-","65","76.39%","156.4",""
"40","Guliveris","456789$2.38%456.8k","-","45","65.18%","152.3",""
"22","Leetwreck","448018$2.33%448.0k","-","22","44.56%","149.4",""
"34","Ghazan","435595$2.27%435.6k","71","27","48.74%","145.3",""
"12","Tumblebug","435036$2.26%435.0k","-","17","39.56%","145.1",""
"66","Bandakar","357897$1.86%357.9k","-","67","53.63%","119.3",""
"6","Seadub","209494$1.09%209.5k","-","17","45.34%","69.9",""
"90","Pythagorean","9545$0.05%9.5k","-","90","1.68%","3.2",""
"89","Yunghelga","7845$0.04%7.8k","63","89","0.53%","2.6",""
"96","Wangcake","2643$0.01%2.6k","-","96","0.00%","0.9",""
"96","Slecht","2321$0.01%2.3k","65","96","0.00%","0.8",""
"-","Necrohealya","793$0.00%793.0","70","-","0.51%","0.3",""
"91","Shelton","457$0.00%457.0","62","89","0.00%","0.2",""
"-","Varosh","247$0.00%247.0","-","-","0.00%","0.1",""
"-","Milku","85$0.00%85.0","-","-","0.00%","0.0",""
