"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1420913$12.90%1.42m","56.08%","-","44.85%","274.3",""
"Pemberstone","1034701$9.40%1.03m","57.98%","-","35.23%","199.7",""
"Garglegop","707914$6.43%707.9k","52.96%","-","31.92%","136.6",""
"Bandakar","553139$5.02%553.1k","50.60%","-","25.12%","106.8",""
"Gaunz","444212$4.03%444.2k","44.07%","-","14.75%","85.7",""
"Mortifier","439197$3.99%439.2k","57.53%","-","25.21%","84.8",""
"Akecheta","408552$3.71%408.6k","35.20%","-","17.47%","78.9",""
"Furckinstein","377874$3.43%377.9k","35.94%","-","16.02%","72.9",""
"Dohvyk","306377$2.78%306.4k","30.15%","-","14.65%","59.1",""
"Flatzz","296838$2.70%296.8k","29.32%","-","13.75%","57.3",""
"Chrg","291287$2.65%291.3k","22.21%","-","12.64%","56.2",""
"Renke","280223$2.54%280.2k","34.39%","-","11.29%","54.1",""
"Dietolive","271698$2.47%271.7k","53.82%","-","10.48%","52.4",""
"Deadstrike","268281$2.44%268.3k","22.75%","-","11.73%","51.8",""
"Sepitus","266111$2.42%266.1k","17.78%","-","10.51%","51.4",""
"Nimda","241209$2.19%241.2k","21.80%","-","10.20%","46.6",""
"Duhd","233441$2.12%233.4k","11.48%","-","12.36%","45.1",""
"Synergy","226484$2.06%226.5k","21.56%","-","10.89%","43.7",""
"Tauraheim","168644$1.53%168.6k","19.38%","-","6.71%","32.6",""
"Muja","168387$1.53%168.4k","12.02%","-","8.58%","32.5",""
"Parisshelton","164988$1.50%165.0k","9.16%","-","8.14%","31.8",""
"Ultimecia","164236$1.49%164.2k","18.38%","-","10.61%","31.7",""
"Lumieux","163204$1.48%163.2k","11.76%","-","8.70%","31.5",""
"Drgupta","156663$1.42%156.7k","12.67%","-","7.47%","30.2",""
"Deyn","152705$1.39%152.7k","13.68%","-","7.33%","29.5",""
"Ratshot","150390$1.37%150.4k","13.91%","-","6.93%","29.0",""
"Pythagorean","142621$1.30%142.6k","10.41%","75","7.02%","27.5",""
"Eighchbar","142593$1.29%142.6k","12.18%","71","7.07%","27.5",""
"Irisviiel","140386$1.27%140.4k","21.31%","-","8.06%","27.1",""
"Shamallama","140290$1.27%140.3k","18.24%","71","6.37%","27.1",""
"Wangcake","138418$1.26%138.4k","10.63%","74","6.68%","26.7",""
"Necrohealya","137564$1.25%137.6k","14.63%","-","7.19%","26.6",""
"Milku","134782$1.22%134.8k","14.83%","-","6.44%","26.0",""
"Slecht","128498$1.17%128.5k","13.13%","71","7.11%","24.8",""
"Melven","122866$1.12%122.9k","12.86%","-","6.22%","23.7",""
"Ghazan","122829$1.12%122.8k","32.03%","73","8.85%","23.7",""
"Olom","113729$1.03%113.7k","12.84%","-","6.41%","22.0",""
"Urumettu","93227$0.85%93.2k","24.34%","-","5.18%","18.0",""
"Ishney","88903$0.81%88.9k","19.07%","-","7.59%","17.2",""
"Hbar","5231$0.05%5.2k","33.97%","-","0.00%","1.0",""
"Ixiya","1762$0.02%1.8k","-","73","0.00%","0.3",""
"Auguste","391$0.00%391.0","-","74","0.00%","0.1",""
"Coffindodger","109$0.00%109.0","21.58%","9","0.00%","0.0",""
"Zalandruh","62$0.00%62.0","3.13%","8","0.00%","0.0",""
"Gerbick","30$0.00%30.0","6.25%","3","0.00%","0.0",""
