"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","580447$19.20%580.4k","48.94%","-","57.42%","168.8",""
"Pemberstone","524558$17.35%524.6k","54.00%","-","54.88%","152.5",""
"Dohvyk","304572$10.08%304.6k","28.04%","69","28.16%","88.6",""
"Flatzz","243471$8.05%243.5k","25.28%","-","23.68%","70.8",""
"Ultimecia","204829$6.78%204.8k","12.43%","72","22.61%","59.6",""
"Hoebowjoe","139880$4.63%139.9k","12.92%","-","16.08%","40.7",""
"Parisshelton","132041$4.37%132.0k","12.93%","68","16.78%","38.4",""
"Decimous","111323$3.68%111.3k","26.64%","63","11.76%","32.4",""
"Ghazan","91921$3.04%91.9k","17.56%","70","13.70%","26.7",""
"Dayn","88384$2.92%88.4k","10.59%","-","9.97%","25.7",""
"Enders","82238$2.72%82.2k","17.79%","-","13.65%","23.9",""
"Tazdink","79467$2.63%79.5k","19.59%","-","9.89%","23.1",""
"Fossett","69407$2.30%69.4k","14.80%","-","13.23%","20.2",""
"Trolleficent","67920$2.25%67.9k","8.56%","63","9.96%","19.7",""
"Shelton","63815$2.11%63.8k","18.56%","68","8.41%","18.6",""
"Pythagorean","60592$2.00%60.6k","14.86%","70","9.02%","17.6",""
"Eighchbar","58518$1.94%58.5k","19.69%","69","8.53%","17.0",""
"Ratshot","52510$1.74%52.5k","17.44%","-","5.70%","15.3",""
"Urumettu","39134$1.29%39.1k","25.53%","67","7.21%","11.4",""
"Irisviiel","27960$0.92%28.0k","23.42%","65","3.80%","8.1",""
